Strike ID,Date,Loc,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_1,matched_sort_Adm_1_ufi,matched_sort_Adm_1_adm1,matched_sort_Adm_1_matched_sort_Adm_1,matched_sort_Adm_1_full_name,matched_sort_Adm_1_full_nm_nd,matched_sort_Adm_1_desig_cd,matched_sort_Adm_1_lat_dd,matched_sort_Adm_1_long_dd,matched_sort_Adm_2,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_matched_sort_Adm_2,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_desig_cd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,matched_sort_Loc,matched_sort_Loc_ufi,matched_sort_Loc_adm1,matched_sort_Loc_matched_sort_Loc,matched_sort_Loc_full_name,matched_sort_Loc_full_nm_nd,matched_sort_Loc_desig_cd,matched_sort_Loc_lat_dd,matched_sort_Loc_long_dd
YEM087,15/06/2012,Azzan,unclear,Shabwah,5,5,0,0,0,0,2,2,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,,,,,,,,,,AZZAN,-3184987.0,YE-SH,AZZAN,‘Azzān,`Azzan,PPL,14.327047,47.448578
YEM088,15/06/2012,Shaqra,unclear,Abyan,5,7,5,7,4,6,4,5,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,,,,,,,,,,SHAQRA,-3191747.0,YE-AB,SHAQRA,Shaqrā’,Shaqra',PPL,13.35677,45.697085
YEM089,19/06/2012,unclear,unclear,Shabwah,3,3,0,0,0,0,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,,,,,,,,,,,,,,,,,,
YEM090,20/06/2012,unclear,Al Mahfid,Abyan,1,1,1,1,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM091,20/06/2012,Al Yafea,unclear,ALBAYDA,5,30,0,0,0,0,6,6,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,,,,,,,,,,unclear,,,,,,,,
YEM092,25/06/2012,unclear,Al Mahfid,Abyan,3,3,0,0,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM093,03/07/2012,unclear,Bayhan,Shabwah,2,5,0,0,0,0,2,2,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,BAYHAN,10618533.0,YE-SH,BAYHAN,Bayḩān,Bayhan,ADM2,14.752961,45.748229,,,,,,,,,
YEM094,04/07/2012,unclear,Al Mahfid,Abyan,3,13,0,0,0,0,7,7,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM095,23/07/2012,unclear,Al Mahfid,Abyan,5,5,0,0,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM096,04/08/2012,unclear,Al Qatn,Hadramawt,3,5,0,0,0,0,2,2,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,ALQATAN,10618443.0,YE-HD,ALQATAN,Al Qaţan,Al Qatan,ADM2,16.016604,48.214611,,,,,,,,,
YEM097,06/08/2012,unclear,Rada,ALBAYDA,7,7,0,0,0,0,0,0,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,RADA,-3191086.0,YE-BA,RADA,Radā‘,Rada`,ADM2,14.339995,44.908741,,,,,,,,,
YEM098,07/08/2012,unclear,Al Qatn,Hadramawt,2,3,0,0,0,0,2,2,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,ALQATAN,10618443.0,YE-HD,ALQATAN,Al Qaţan,Al Qatan,ADM2,16.016604,48.214611,,,,,,,,,
YEM099,28/08/2012,Qahb al-Hisan,unclear,Hadramawt,2,3,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,unclear,,,,,,,,
YEM100,29/08/2012,unclear,Al Qatn,Hadramawt,5,5,2,2,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,ALQATAN,10618443.0,YE-HD,ALQATAN,Al Qaţan,Al Qatan,ADM2,16.016604,48.214611,,,,,,,,,
YEM101,31/08/2012,Hawda,unclear,Hadramawt,8,8,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,HADA,-3187069.0,YE-HD,HADA,Ḩaḑā,Hada,PPL,15.416667,48.1
YEM102,02/09/2012,unclear,Rada,ALBAYDA,12,12,12,12,3,3,4,11,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,RADA,-3191086.0,YE-BA,RADA,Radā‘,Rada`,ADM2,14.339995,44.908741,,,,,,,,,
YEM103,05/09/2012,unclear,unclear,unclear,4,6,1,4,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM104,10/09/2012,unclear,unclear,unclear,6,15,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM105,20/09/2012,unclear,Al Mahfid,Abyan,2,4,0,0,0,0,3,3,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM106,04/10/2012,unclear,As Said,Shabwah,3,6,0,0,0,0,2,4,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,ASSAID,10618520.0,YE-SH,ASSAID,Aş Şa‘īd,As Sa`id,ADM2,14.280411,46.86933,,,,,,,,,
YEM107,18/10/2012,Khanfir,Khanfir,Abyan,7,9,0,0,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,KHANFIR,10618532.0,YE-AB,KHANFIR,Khanfir,Khanfir,ADM2,13.447814,45.733642,KHANFAR,-3188701.0,YE-AB,KHANFAR,Khanfar,Khanfar,PPL,13.211944,45.305556
YEM108,21/10/2012,unclear,Marib,Marib,4,4,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,MARIB,-3189597.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM2,15.723778,46.011143,,,,,,,,,
YEM109,28/10/2012,Wadi al Abu Jabara,unclear,Sada,4,4,0,0,0,0,1,1,SADAH,-3191246.0,YE-SD,SADAH,Şa‘dah,Sa`dah,ADM1,17.063405,43.914884,,,,,,,,,,WADIALABUJUBARAH,10646835.0,YE-SD,WADIALABUJUBARAH,Wādī Āl Abū Jubārah,Wadi Al Abu Jubarah,WAD,17.167168,44.251545
YEM110,07/11/2012,Beit al Ahan,unclear,Sana,2,2,0,0,0,0,2,3,SANA,-3191447.0,YE-SN,SANA,Şan‘ā’,San`a',ADM1,15.260691,44.424895,,,,,,,,,,unclear,,,,,,,,
YEM111,24/12/2012,Manaseh,unclear,ALBAYDA,2,3,0,0,0,0,3,3,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,,,,,,,,,,unclear,,,,,,,,
YEM112,24/12/2012,Shehr,unclear,Hadramawt,3,7,0,0,0,0,1,1,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,SHIHR,-3789620.0,YE-HD,SHIHR,Shiḩr,Shihr,PPLA2,14.760258,49.60537
YEM113,28/12/2012,Shehr,unclear,Hadramawt,2,3,0,0,0,0,0,1,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,SHIHR,-3789620.0,YE-HD,SHIHR,Shiḩr,Shihr,PPLA2,14.760258,49.60537
YEM114,29/12/2012,Manaseh,unclear,ALBAYDA,3,4,0,0,0,0,0,2,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,,,,,,,,,,unclear,,,,,,,,
YEM115,01/01/2013,unclear,unclear,Shabwah,1,1,0,0,0,0,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,,,,,,,,,,,,,,,,,,
YEM116,04/01/2013,unclear,Rada,ALBAYDA,3,3,0,0,0,0,0,0,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,RADA,-3191086.0,YE-BA,RADA,Radā‘,Rada`,ADM2,14.339995,44.908741,,,,,,,,,
YEM117,19/01/2013,Wadi Abida,unclear,Marib,0,0,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM118,19/01/2013,Wadi Abida,unclear,Marib,2,4,0,3,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM119,19/01/2013,Wadi Abida,unclear,Marib,4,6,0,4,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM120,20/01/2013,Al Kanais,unclear,Marib,3,3,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,unclear,,,,,,,,
YEM121,21/01/2013,Nakhla,unclear,Marib,2,4,0,0,0,0,2,2,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,NAKHLA,12347097.0,YE-MA,NAKHLA,Nakhlā‘,Nakhla`,PPLL,15.616035,45.198694
YEM122,22/01/2013,Al Boka,unclear,Jawf,3,5,0,0,0,0,0,0,ALJAWF,-3188323.0,YE-JA,ALJAWF,Al Jawf,Al Jawf,ADM1,16.689733,45.611556,,,,,,,,,,unclear,,,,,,,,
YEM123,23/01/2013,unclear,Khawlan,Sana,4,4,2,2,0,0,0,0,SANA,-3191447.0,YE-SN,SANA,Şan‘ā’,San`a',ADM1,15.260691,44.424895,KHAWLAN,-3188759.0,YE-SN,KHAWLAN,Khawlān,Khawlan,ADM2,15.270134,44.702496,,,,,,,,,
YEM124,23/01/2013,Qayfa,unclear,ALBAYDA,3,5,0,0,0,0,0,0,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,,,,,,,,,,JABALQAYFAH,-3190704.0,YE-BA,JABALQAYFAH,Jabal Qayfah,Jabal Qayfah,MT,14.5,45.2
YEM125,17/04/2013,Wassab al Ali,unclear,Damar,4,4,0,4,0,0,0,0,DHAMAR,-3186338.0,YE-DH,DHAMAR,Dhamār,Dhamar,ADM1,14.682965,44.272937,,,,,,,,,,WASABALALI,-3192947.0,YE-DH,WASABALALI,Waşāb al ‘Ālī,Wasab al `Ali,TRB,14.4,43.666667
YEM126,21/04/2013,Wadi Abida,unclear,Marib,2,2,0,0,0,0,2,3,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM127,18/05/2013,unclear,Al Mahfid,Abyan,4,9,0,0,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM128,20/05/2013,unclear,Rada,ALBAYDA,2,2,0,0,0,0,0,0,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,RADA,-3191086.0,YE-BA,RADA,Radā‘,Rada`,ADM2,14.339995,44.908741,,,,,,,,,
YEM129,01/06/2013,unclear,Al Mahfid,Abyan,7,8,0,0,0,0,2,3,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM130,09/06/2013,Al Makashma,Khabb wa ash Sha`f,Jawf,2,7,1,1,1,1,0,0,ALJAWF,-3188323.0,YE-JA,ALJAWF,Al Jawf,Al Jawf,ADM1,16.689733,45.611556,KHABBWAASHSHAF,10618778.0,YE-JA,KHABBWAASHSHAF,Khabb wa ash Sha‘f,Khabb wa ash Sha`f,ADM2,16.643164,45.785317,unclear,,,,,,,,
YEM131,27/07/2013,unclear,Al Mahfid,Abyan,4,9,0,0,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM132,30/07/2013,unclear,As Said,Shabwah,3,4,0,0,0,0,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,ASSAID,10618520.0,YE-SH,ASSAID,Aş Şa‘īd,As Sa`id,ADM2,14.280411,46.86933,,,,,,,,,
YEM133,01/08/2013,Wadi Ser,unclear,Hadramawt,3,5,4,5,1,1,3,3,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,WADISER,-3191514.0,YE-HD,WADISER,Wadi Ser,Wadi Ser,WAD,15.904444,48.568056
YEM134,06/08/2013,Wadi Abida,unclear,Marib,4,4,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM135,07/08/2013,unclear,unclear,Shabwah,6,8,0,0,0,0,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,,,,,,,,,,,,,,,,,,
YEM136,08/08/2013,Wadi Abida,unclear,Marib,3,8,2,2,2,2,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM137,08/08/2013,Al Ayoun,unclear,Hadramawt,2,7,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,ALAUN,-3182595.0,YE-HD,ALAUN,Al-‘Aun,Al-`Aun,PPL,15.966667,48.716667
YEM138,08/08/2013,unclear,Al Qatn,Hadramawt,3,5,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,ALQATAN,10618443.0,YE-HD,ALQATAN,Al Qaţan,Al Qatan,ADM2,16.016604,48.214611,,,,,,,,,
YEM139,10/08/2013,Al Askariya,unclear,Lahij,2,5,0,0,0,0,2,5,LAHIJ,9236596.0,YE-LA,LAHIJ,Laḩij,Lahij,ADM1,13.166667,44.583333,,,,,,,,,,ALASKARIYAH,-3182564.0,YE-LA,ALASKARIYAH,Al ‘Askarīyah,Al `Askariyah,PPL,13.616667,45.1
YEM140,30/08/2013,Manaseh,unclear,ALBAYDA,4,6,0,0,0,0,0,0,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,,,,,,,,,,unclear,,,,,,,,
YEM141,19/11/2013,unclear,Ghayl Ba Wazir,Hadramawt,5,5,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,GHAYLBAWAZIR,10618445.0,YE-HD,GHAYLBAWAZIR,Ghayl Bā Wazīr,Ghayl Ba Wazir,ADM2,14.886296,49.024495,,,,,,,,,
YEM142,26/11/2013,unclear,Al Mahfid,Abyan,12,12,0,0,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM143,09/12/2013,unclear,Al Qatn,Hadramawt,3,3,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,ALQATAN,10618443.0,YE-HD,ALQATAN,Al Qaţan,Al Qatan,ADM2,16.016604,48.214611,,,,,,,,,
YEM144,12/12/2013,unclear,Rada,ALBAYDA,12,17,8,16,0,0,5,30,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,RADA,-3191086.0,YE-BA,RADA,Radā‘,Rada`,ADM2,14.339995,44.908741,,,,,,,,,
YEM145,27/12/2013,Shibam,unclear,Hadramawt,1,6,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,SHIBAM,-3191908.0,YE-HD,SHIBAM,Shibām,Shibam,PPL,15.926944,48.626667
YEM146,31/12/2013,unclear,Al Mahfid,Abyan,2,6,0,0,0,0,0,3,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM147,06/01/2014,unclear,Rada,ALBAYDA,0,0,0,0,0,0,0,2,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,RADA,-3191086.0,YE-BA,RADA,Radā‘,Rada`,ADM2,14.339995,44.908741,,,,,,,,,
YEM148,08/01/2014,unclear,Al Qatn,Hadramawt,2,2,0,0,0,0,0,2,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,ALQATAN,10618443.0,YE-HD,ALQATAN,Al Qaţan,Al Qatan,ADM2,16.016604,48.214611,,,,,,,,,
YEM149,15/01/2014,Shibam,unclear,Hadramawt,1,1,1,1,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,SHIBAM,-3191908.0,YE-HD,SHIBAM,Shibām,Shibam,PPL,15.926944,48.626667
YEM150,24/01/2014,Wadi Abida,unclear,Marib,3,4,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM151,03/02/2014,unclear,Al Mahfid,Abyan,0,4,0,0,0,0,0,2,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM152,02/03/2014,Shabwan,unclear,Marib,2,3,0,0,0,0,2,2,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,IRQALSHABWAN,10642648.0,YE-MA,IRQALSHABWAN,‘Irq Āl Shabwān,`Irq Al Shabwan,PPL,15.514789,45.370144
YEM153,03/03/2014,unclear,Al Mahfid,Abyan,1,1,0,0,0,0,0,0,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM154,03/03/2014,unclear,Rudum,Shabwah,2,4,0,0,0,0,2,2,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,RUDUM,10618514.0,YE-SH,RUDUM,Ruḑūm,Rudum,ADM2,14.085554,47.868147,,,,,,,,,
YEM155,05/03/2014,Khalek,unclear,Jawf,2,4,0,0,0,0,0,0,ALJAWF,-3188323.0,YE-JA,ALJAWF,Al Jawf,Al Jawf,ADM1,16.689733,45.611556,,,,,,,,,,unclear,,,,,,,,
YEM156,10/03/2014,Wadi Abida,unclear,Marib,1,4,0,1,0,1,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM157,12/03/2014,unclear,Khabb wa ash Sha`f,Jawf,2,3,0,0,0,0,0,0,ALJAWF,-3188323.0,YE-JA,ALJAWF,Al Jawf,Al Jawf,ADM1,16.689733,45.611556,KHABBWAASHSHAF,10618778.0,YE-JA,KHABBWAASHSHAF,Khabb wa ash Sha‘f,Khabb wa ash Sha`f,ADM2,16.643164,45.785317,,,,,,,,,
YEM158,01/04/2014,unclear,Al Mahfid,Abyan,3,3,0,0,0,0,4,4,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM159,19/04/2014,unclear,ASSAWMAH,ALBAYDA,13,21,3,8,0,0,1,6,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,ASSAWMAH,10618529.0,YE-BA,ASSAWMAH,Aş Şawm‘ah,As Sawm`ah,ADM2,14.227711,45.831125,,,,,,,,,
YEM160,20/04/2014,unclear,Al Mahfid,Abyan,24,31,1,1,1,1,1,3,ABYAN,-3182060.0,YE-AB,ABYAN,Abyan,Abyan,ADM1,13.786202,46.141766,ALMAHFID,10618515.0,YE-AB,ALMAHFID,Al Maḩfid,Al Mahfid,ADM2,14.01847,46.755958,,,,,,,,,
YEM161,21/04/2014,unclear,Usaylan,Shabwah,3,4,1,1,1,1,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,USAYLAN,10618644.0,YE-SH,USAYLAN,‘Usaylān,`Usaylan,ADM2,15.171595,46.027444,,,,,,,,,
YEM162,12/05/2014,Wadi Abida,unclear,Marib,4,6,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM163,04/06/2014,Wadi Abida,unclear,Marib,3,4,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM164,13/06/2014,Mafraq al Saeed,unclear,Marib,5,6,0,0,0,0,0,0,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,SA,12338383.0,YE-MA,SA,Şā‘,Sa`,FRM,15.674932,44.751258
YEM165,21/06/2014,unclear,unclear,ALBAYDA,0,0,0,0,0,0,0,0,ALBAYDA,-3182650.0,YE-BA,ALBAYDA,Al Bayḑā’,Al Bayda',ADM1,14.34166,45.394422,,,,,,,,,,,,,,,,,,
YEM166,09/08/2014,Wadi Abida,unclear,Marib,3,3,0,0,0,0,2,2,MARIB,-3189596.0,YE-MA,MARIB,Ma’rib,Ma'rib,ADM1,15.416667,45.35,,,,,,,,,,WADIABIDAH,10815506.0,YE-MA,WADIABIDAH,Wādī Abīdah,Wadi Abidah,WAD,15.458435,45.386388
YEM167,16/08/2014,unclear,unclear,Hadramawt,3,3,0,0,0,0,0,0,HADRAMAWT,-3187120.0,YE-HD,HADRAMAWT,Ḩaḑramawt,Hadramawt,ADM1,16.0,49.0,,,,,,,,,,,,,,,,,,
YEM168,11/09/2014,unclear,unclear,Shabwah,4,5,0,0,0,0,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,,,,,,,,,,,,,,,,,,
YEM169,25/09/2014,unclear,Nisab,Shabwah,4,5,0,0,0,0,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,NISAB,10618512.0,YE-SH,NISAB,Nişāb,Nisab,ADM2,14.478977,46.44767,,,,,,,,,
YEM170,26/09/2014,Khasaf,unclear,Jawf,2,3,0,0,0,0,3,3,ALJAWF,-3188323.0,YE-JA,ALJAWF,Al Jawf,Al Jawf,ADM1,16.689733,45.611556,,,,,,,,,,unclear,,,,,,,,
YEM171,15/10/2014,Bani Assaf,Mayfaa,Shabwah,4,4,0,0,0,0,0,0,SHABWAH,-3191647.0,YE-SH,SHABWAH,Shabwah,Shabwah,ADM1,15.0,47.0,MAYFAAH,10618513.0,YE-SH,MAYFAAH,Mayfa‘ah,Mayfa`ah,ADM2,14.370924,47.740448,ASSALF,-3184661.0,YE-SH,ASSALF,As Salf,As Salf,HLL,14.632402,46.310243
