Strike ID,Date,Loc,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_1,matched_sort_Adm_1_ufi,matched_sort_Adm_1_adm1,matched_sort_Adm_1_matched_sort_Adm_1,matched_sort_Adm_1_full_name,matched_sort_Adm_1_full_nm_nd,matched_sort_Adm_1_desig_cd,matched_sort_Adm_1_lat_dd,matched_sort_Adm_1_long_dd,matched_sort_Adm_2,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_matched_sort_Adm_2,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_desig_cd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,matched_sort_Adm_3,matched_sort_Adm_3_ufi,matched_sort_Adm_3_adm1,matched_sort_Adm_3_matched_sort_Adm_3,matched_sort_Adm_3_full_name,matched_sort_Adm_3_full_nm_nd,matched_sort_Adm_3_desig_cd,matched_sort_Adm_3_lat_dd,matched_sort_Adm_3_long_dd,matched_sort_Loc,matched_sort_Loc_ufi,matched_sort_Loc_adm1,matched_sort_Loc_matched_sort_Loc,matched_sort_Loc_full_name,matched_sort_Loc_full_nm_nd,matched_sort_Loc_desig_cd,matched_sort_Loc_lat_dd,matched_sort_Loc_long_dd
Ob184,01/01/2011,Boya,unclear,North Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,BOYA,-2757059.0,PK-KP,BOYA,Boya,Boya,PPL,32.960626,69.918105
Ob185,07/01/2011,Ghar Laley,unclear,North Waziristan,Khyber Pakhtunkhwa,1,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,ALE,6102943.0,PK-KP,ALE,Ale,Ale,PPL,34.361955,72.281446
Ob186,12/01/2011,Haider Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,2,15,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,HAIDERKHEL,242536.0,PK-KP,HAIDERKHEL,Haider Khel,Haider Khel,PPL,32.944861,70.296003
Ob187,18/01/2011,unclear,unclear,North Waziristan,Khyber Pakhtunkhwa,3,7,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,,,,,,,,,
Ob188,23/01/2011,Doga Mada Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,2,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DOGA,-3875733.0,PK-KP,DOGA,Doga,Doga,PPL,33.631653,70.525614
Ob189,23/01/2011,Doga Mada Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,2,3,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DOGA,-3875733.0,PK-KP,DOGA,Doga,Doga,PPL,33.631653,70.525614
Ob190,23/01/2011,unclear,Razmak,North Waziristan,Khyber Pakhtunkhwa,4,6,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,RAZMAK,-2772609.0,PK-KP,RAZMAK,Razmak,Razmak,PPL,32.689313,69.8343,,,,,,,,,
Ob191,20/02/2011,Kazha Punga area,Barmal,South Waziristan,Khyber Pakhtunkhwa,6,8,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,BARMAL,-3878881.0,PK-KP,BARMAL,Barmal,Barmal,PPL,32.773268,69.571249,KAZHA,248208.0,PK-KP,KAZHA,Kazha,Kazha,PPL,32.67688,70.014727
Ob192,21/02/2011,Malik Jashdar,unclear,North Waziristan,Khyber Pakhtunkhwa,7,14,0,11,0,0,10,10,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DAR,-3875688.0,PK-KP,DAR,Dar,Dar,PPL,33.699124,70.591937
Ob193,24/02/2011,Mohammad Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,7,0,0,0,0,3,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,MUHAMMADKHEL,-2769600.0,PK-KP,MUHAMMADKHEL,Muhammad Khel,Muhammad Khel,PPL,32.983333,70.533333
Ob194,08/03/2011,Landidog,unclear,South Waziristan,Khyber Pakhtunkhwa,2,5,0,5,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,LANDI,163582.0,PK-KP,LANDI,Landi,Landi,PPL,34.478648,71.414365
Ob195,09/03/2011,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,5,5,0,0,0,0,2,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob196,11/03/2011,Khesoor,unclear,North Waziristan,Khyber Pakhtunkhwa,4,12,5,5,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,unclear,,,,,,,,
Ob197,11/03/2011,Ghoroski,unclear,North Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,GHOR,396927.0,PK-KP,GHOR,Ghor,Ghor,STMIX,33.23613,70.286429
Ob198,13/03/2011,Azam Warsak,unclear,South Waziristan,Khyber Pakhtunkhwa,0,4,0,0,0,0,0,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,AZAMWARSAK,12284069.0,PK-KP,AZAMWARSAK,Azam Warsak,Azam Warsak,PPL,32.287724,69.41375
Ob199,13/03/2011,Qutab Khel,Miranshah,North Waziristan,Khyber Pakhtunkhwa,4,7,0,0,0,0,5,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,QUTABKHEL,-2756397.0,PK-KP,QUTABKHEL,Qutab Khel,Qutab Khel,PPL,32.965375,70.082695
Ob200,14/03/2011,Malik Jashdar,unclear,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DAR,-3875688.0,PK-KP,DAR,Dar,Dar,PPL,33.699124,70.591937
Ob201,16/03/2011,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,3,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob202,17/03/2011,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,26,42,19,41,0,1,9,14,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob203,13/04/2011,unclear,unclear,South Waziristan,Khyber Pakhtunkhwa,4,7,0,7,0,0,6,10,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,,,,,,,,,
Ob204,22/04/2011,unclear,Spinwam,North Waziristan,Khyber Pakhtunkhwa,20,26,5,9,3,5,5,10,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,SPINWAM,-2775143.0,PK-KP,SPINWAM,Spīnwām,Spinwam,PPL,33.180165,70.380772,,,,,,,,,
Ob205,06/05/2011,Dwa Tooe,unclear,North Waziristan,Khyber Pakhtunkhwa,7,18,6,6,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,TOO,10792059.0,PK-KP,TOO,Too,Too,PPL,36.288988,72.522032
Ob206,10/05/2011,Angor Adda,unclear,South Waziristan,Khyber Pakhtunkhwa,3,5,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,GOR,-3872803.0,PK-KP,GOR,Gor,Gor,PPL,34.996917,71.79724
Ob207,12/05/2011,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,5,8,0,0,0,0,1,1,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob208,13/05/2011,Doga Mada Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,3,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DOGA,-3875733.0,PK-KP,DOGA,Doga,Doga,PPL,33.631653,70.525614
Ob209,16/05/2011,Khushali Village,Mirali,North Waziristan,Khyber Pakhtunkhwa,4,10,0,0,0,0,2,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,SHAL,-3880710.0,PK-KP,SHAL,Shal,Shal,MT,32.657532,69.744136
Ob210,16/05/2011,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob211,20/05/2011,Tappi,unclear,North Waziristan,Khyber Pakhtunkhwa,4,6,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,TAPPI,-2775770.0,PK-KP,TAPPI,Tappi,Tappi,PPL,33.53907,71.464201
Ob212,23/05/2011,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,4,7,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob213,03/06/2011,Ghwa Khwa,unclear,South Waziristan,Khyber Pakhtunkhwa,5,12,0,0,0,0,1,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,GHWAIKHWA,6077122.0,PK-KP,GHWAIKHWA,Ghwai Khwa,Ghwai Khwa,LCTY,32.248305,69.526317
Ob214,06/06/2011,"Tigger, Toji Khel Wazir",unclear,South Waziristan,Khyber Pakhtunkhwa,7,9,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,,,,,,,,,
Ob215,06/06/2011,Wacha Dana,unclear,South Waziristan,Khyber Pakhtunkhwa,8,10,0,7,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,HAD,-2762009.0,PK-KP,HAD,Had,Had,PPL,34.572938,71.445023
Ob216,06/06/2011,Darnashtra,unclear,South Waziristan,Khyber Pakhtunkhwa,3,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,TRA,-3875830.0,PK-KP,TRA,Tra,Tra,PPL,33.564635,70.505059
Ob217,08/06/2011,Zoynari,unclear,South Waziristan,Khyber Pakhtunkhwa,18,23,0,0,0,0,6,6,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,NAR,-2770185.0,PK-KP,NAR,Nar,Nar,PPL,33.987021,73.226434
Ob218,08/06/2011,Shawal,unclear,South Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,SHAWAL,6273539.0,PK-KP,SHAWAL,Shawal,Shawal,AREA,32.738056,69.466944
Ob219,15/06/2011,unclear,Wana,South Waziristan,Khyber Pakhtunkhwa,2,10,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,WANA,-2777031.0,PK-KP,WANA,Wana,Wana,PPL,32.298889,69.5725,,,,,,,,,
Ob220,15/06/2011,Karez,unclear,South Waziristan,Khyber Pakhtunkhwa,0,0,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,KAREZ,-3880395.0,PK-KP,KAREZ,Karez,Karez,STM,32.251833,69.491389
Ob221,15/06/2011,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,5,6,5,6,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob222,20/06/2011,Khardand,unclear,Kurram,Khyber Pakhtunkhwa,5,7,2,7,0,0,0,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KURRAM,-2766911.0,PK-KP,KURRAM,Kurram,Kurram,ADM3,33.711576,70.323675,,,,,,,,,,KHAR,-3881338.0,PK-KP,KHAR,Khar,Khar,LCTY,34.702324,71.410149
Ob223,20/06/2011,Zarakai,unclear,Kurram,Khyber Pakhtunkhwa,2,5,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KURRAM,-2766911.0,PK-KP,KURRAM,Kurram,Kurram,ADM3,33.711576,70.323675,,,,,,,,,,ZARKAI,155320.0,PK-KP,ZARKAI,Zarkai,Zarkai,PPL,32.984954,71.088161
Ob224,27/06/2011,Shawal,unclear,South Waziristan,Khyber Pakhtunkhwa,6,12,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,SHAWAL,6273539.0,PK-KP,SHAWAL,Shawal,Shawal,AREA,32.738056,69.466944
Ob225,27/06/2011,Shakai,unclear,South Waziristan,Khyber Pakhtunkhwa,12,21,0,20,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,SHAKAI,248818.0,PK-KP,SHAKAI,Shakai,Shakai,PPL,32.58627,70.061059
Ob226,05/07/2011,unclear,Mirali,North Waziristan,Khyber Pakhtunkhwa,4,6,0,3,0,2,5,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRALI,-2774137.0,PK-KP,MIRALI,Mīr Ali,Mir Ali,PPL,32.697515,69.948741,,,,,,,,,
Ob227,11/07/2011,Gurwak,unclear,North Waziristan,Khyber Pakhtunkhwa,4,12,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,AK,13523825.0,PK-KP,AK,Ak,Ak,PPL,35.034764,73.277057
Ob228,12/07/2011,Gurwak,unclear,North Waziristan,Khyber Pakhtunkhwa,12,25,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,AK,13523825.0,PK-KP,AK,Ak,Ak,PPL,35.034764,73.277057
Ob229,12/07/2011,unclear,Barmal,South Waziristan,Khyber Pakhtunkhwa,5,13,0,0,0,0,3,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,BARMAL,-3878881.0,PK-KP,BARMAL,Barmal,Barmal,PPL,32.773268,69.571249,,,,,,,,,
Ob230,12/07/2011,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,13,15,0,4,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
