Strike ID,Date,Loc,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_1,matched_sort_Adm_1_ufi,matched_sort_Adm_1_adm1,matched_sort_Adm_1_matched_sort_Adm_1,matched_sort_Adm_1_full_name,matched_sort_Adm_1_full_nm_nd,matched_sort_Adm_1_desig_cd,matched_sort_Adm_1_lat_dd,matched_sort_Adm_1_long_dd,matched_sort_Adm_2,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_matched_sort_Adm_2,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_desig_cd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,matched_sort_Adm_3,matched_sort_Adm_3_ufi,matched_sort_Adm_3_adm1,matched_sort_Adm_3_matched_sort_Adm_3,matched_sort_Adm_3_full_name,matched_sort_Adm_3_full_nm_nd,matched_sort_Adm_3_desig_cd,matched_sort_Adm_3_lat_dd,matched_sort_Adm_3_long_dd,matched_sort_Loc,matched_sort_Loc_ufi,matched_sort_Loc_adm1,matched_sort_Loc_matched_sort_Loc,matched_sort_Loc_full_name,matched_sort_Loc_full_nm_nd,matched_sort_Loc_desig_cd,matched_sort_Loc_lat_dd,matched_sort_Loc_long_dd
Ob90,09/05/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,5,10,0,4,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob91,11/05/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,8,14,0,4,0,0,12,12,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob92,11/05/2010,Gurwak,unclear,North Waziristan,Khyber Pakhtunkhwa,7,15,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,AK,13523825.0,PK-KP,AK,Ak,Ak,PPL,35.034764,73.277057
Ob93,15/05/2010,unclear,Unclear,Khyber,Khyber Pakhtunkhwa,5,15,0,2,0,0,15,15,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KHYBER,-2765835.0,PK-KP,KHYBER,Khyber,Khyber,ADM3,33.956536,71.069551,,,,,,,,,,,,,,,,,,
Ob94,21/05/2010,Boya,unclear,North Waziristan,Khyber Pakhtunkhwa,11,11,10,10,7,7,7,10,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,BOYA,-2757059.0,PK-KP,BOYA,Boya,Boya,PPL,32.960626,69.918105
Ob95,28/05/2010,Mizai Nari,unclear,South Waziristan,Khyber Pakhtunkhwa,8,12,0,11,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,NAR,-2770185.0,PK-KP,NAR,Nar,Nar,PPL,33.987021,73.226434
Ob96,10/06/2010,Norak,unclear,North Waziristan,Khyber Pakhtunkhwa,2,7,4,4,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,AK,13523825.0,PK-KP,AK,Ak,Ak,PPL,35.034764,73.277057
Ob97,11/06/2010,Maizer,unclear,North Waziristan,Khyber Pakhtunkhwa,10,15,0,0,0,0,10,12,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,ZER,-3878997.0,PK-KP,ZER,Zer,Zer,PPL,32.878302,69.610038
Ob98,19/06/2010,Haider Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,16,17,0,0,0,0,10,18,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,HAIDERKHEL,242536.0,PK-KP,HAIDERKHEL,Haider Khel,Haider Khel,PPL,32.944861,70.296003
Ob99,26/06/2010,Khushali,unclear,North Waziristan,Khyber Pakhtunkhwa,2,4,0,0,0,0,1,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHUSHALI,12344144.0,PK-KP,KHUSHALI,Khushali,Khushali,PPL,32.85283,70.243424
Ob100,27/06/2010,Tabbi,unclear,North Waziristan,Khyber Pakhtunkhwa,5,6,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,TABBIMURAD,-2775447.0,PK-KP,TABBIMURAD,Tabbi Murad,Tabbi Murad,PPL,32.456653,70.72615
Ob101,29/06/2010,Kari Kot,unclear,South Waziristan,Khyber Pakhtunkhwa,7,10,0,0,0,0,1,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,KARIKOT,-3880795.0,PK-KP,KARIKOT,Kari Kot,Kari Kot,PPL,32.265278,69.5475
Ob102,15/07/2010,Sheerani,unclear,North Waziristan,Khyber Pakhtunkhwa,9,14,0,7,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,SHERANI,-2774566.0,PK-KP,SHERANI,Sherani,Sherani,PPL,32.892528,69.641322
Ob103,24/07/2010,Dwasarak,unclear,South Waziristan,Khyber Pakhtunkhwa,16,18,0,0,0,0,24,24,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,DWASARAK,435800.0,PK-KP,DWASARAK,Dwa Sarak,Dwa Sarak,HLL,32.051473,69.424505
Ob104,25/07/2010,Shaktoi,unclear,North Waziristan,Khyber Pakhtunkhwa,14,32,0,0,0,0,7,12,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,TOI,-2776399.0,PK-KP,TOI,Toi,Toi,STMI,31.592332,70.202456
Ob105,25/07/2010,Tabbi,unclear,North Waziristan,Khyber Pakhtunkhwa,4,12,0,0,0,0,2,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,TABBIMURAD,-2775447.0,PK-KP,TABBIMURAD,Tabbi Murad,Tabbi Murad,PPL,32.456653,70.72615
Ob106,25/07/2010,unclear,unclear,South Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,5,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,,,,,,,,,
Ob107,14/08/2010,Issori,unclear,North Waziristan,Khyber Pakhtunkhwa,13,14,7,7,1,1,5,6,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,ISSORI,242244.0,PK-KP,ISSORI,Issori,Issori,PPL,32.970806,70.250345
Ob108,21/08/2010,Qutab Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,6,0,4,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,QUTABKHEL,-2756397.0,PK-KP,QUTABKHEL,Qutab Khel,Qutab Khel,PPL,32.965375,70.082695
Ob109,23/08/2010,Danda Darpakhel,unclear,North Waziristan,Khyber Pakhtunkhwa,20,20,7,9,3,3,15,15,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DANDADARPAKHEL,12269276.0,PK-KP,DANDADARPAKHEL,Danda Darpa Khel,Danda Darpa Khel,PPL,33.02178,70.052929
Ob110,23/08/2010,Darga Mandi,unclear,North Waziristan,Khyber Pakhtunkhwa,5,7,0,0,0,0,3,12,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DAR,-3875688.0,PK-KP,DAR,Dar,Dar,PPL,33.699124,70.591937
Ob111,27/08/2010,Shahidano,unclear,Kurram,Khyber Pakhtunkhwa,3,9,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KURRAM,-2766911.0,PK-KP,KURRAM,Kurram,Kurram,ADM3,33.711576,70.323675,,,,,,,,,,SHAHIDANO,9207098.0,PK-KP,SHAHIDANO,Shahidano,Shahidano,PPL,34.32555,72.295141
Ob112,27/08/2010,Badshah Kot,unclear,Kurram,Khyber Pakhtunkhwa,0,0,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KURRAM,-2766911.0,PK-KP,KURRAM,Kurram,Kurram,ADM3,33.711576,70.323675,,,,,,,,,,BADSHAHKOT,392090.0,PK-KP,BADSHAHKOT,Badshah Kot,Badshah Kot,PPL,33.474059,70.389068
Ob113,27/08/2010,Taaloo Ganj,unclear,Kurram,Khyber Pakhtunkhwa,2,3,0,3,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,KURRAM,-2766911.0,PK-KP,KURRAM,Kurram,Kurram,ADM3,33.711576,70.323675,,,,,,,,,,TAAL,-2775567.0,PK-KP,TAAL,Taal,Taal,PPL,34.913336,72.216709
Ob114,03/09/2010,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,6,9,0,0,0,0,2,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob115,03/09/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,2,4,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob116,04/09/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,7,8,0,0,0,0,12,12,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob117,06/09/2010,Khar Qamar,unclear,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,1,1,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHAR,-3881338.0,PK-KP,KHAR,Khar,Khar,LCTY,34.702324,71.410149
Ob118,08/09/2010,Danda Darpakhel,unclear,North Waziristan,Khyber Pakhtunkhwa,5,10,4,4,4,4,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DANDADARPAKHEL,12269276.0,PK-KP,DANDADARPAKHEL,Danda Darpa Khel,Danda Darpa Khel,PPL,33.02178,70.052929
Ob119,08/09/2010,Ambar Shaga,unclear,North Waziristan,Khyber Pakhtunkhwa,3,4,0,4,0,0,1,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,SHAGA,-3880990.0,PK-KP,SHAGA,Shaga,Shaga,PPL,32.488889,69.57
Ob120,08/09/2010,Danda Darpakhel,unclear,North Waziristan,Khyber Pakhtunkhwa,10,10,0,0,0,0,2,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DANDADARPAKHEL,12269276.0,PK-KP,DANDADARPAKHEL,Danda Darpa Khel,Danda Darpa Khel,PPL,33.02178,70.052929
Ob121,09/09/2010,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,3,6,0,0,0,0,3,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob122,12/09/2010,Newey Adda,unclear,North Waziristan,Khyber Pakhtunkhwa,5,7,0,0,0,0,2,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,ADDA,-2754355.0,PK-KP,ADDA,Adda,Adda,PPL,34.216602,72.984997
Ob123,14/09/2010,Bushnarai,unclear,North Waziristan,Khyber Pakhtunkhwa,11,12,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,RAI,-3881399.0,PK-KP,RAI,Rāi,Rai,PPL,34.746165,71.277782
Ob124,14/09/2010,Qutab Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,1,4,0,0,0,0,4,4,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,QUTABKHEL,-2756397.0,PK-KP,QUTABKHEL,Qutab Khel,Qutab Khel,PPL,32.965375,70.082695
Ob125,15/09/2010,Darga Mandi,unclear,North Waziristan,Khyber Pakhtunkhwa,11,15,5,5,0,0,1,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DAR,-3875688.0,PK-KP,DAR,Dar,Dar,PPL,33.699124,70.591937
Ob126,15/09/2010,Pai Khel,unclear,North Waziristan,Khyber Pakhtunkhwa,4,7,0,0,0,0,3,3,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,PAIKHEL,-3870705.0,PK-KP,PAIKHEL,Pai Khel,Pai Khel,TRB,34.812804,71.76033
Ob127,19/09/2010,Deegan,unclear,North Waziristan,Khyber Pakhtunkhwa,3,9,5,5,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DEGAN,-2759023.0,PK-KP,DEGAN,Degān,Degan,PPL,32.924758,70.699781
Ob128,20/09/2010,Darazinda,unclear,North Waziristan,Khyber Pakhtunkhwa,3,6,0,3,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,DARAZINDA,173768.0,PK-KP,DARAZINDA,Darazinda,Darazinda,PPL,33.245675,70.503693
Ob129,21/09/2010,Khand Morsak,unclear,South Waziristan,Khyber Pakhtunkhwa,7,8,0,0,0,0,4,5,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,MOR,-2769489.0,PK-KP,MOR,Mor,Mor,PPL,31.949786,70.757231
Ob130,21/09/2010,Azam Warsak,unclear,South Waziristan,Khyber Pakhtunkhwa,0,16,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,AZAMWARSAK,12284069.0,PK-KP,AZAMWARSAK,Azam Warsak,Azam Warsak,PPL,32.287724,69.41375
Ob131,25/09/2010,unclear,Datta Khel,North Waziristan,Khyber Pakhtunkhwa,2,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,DATTAKHEL,-3879026.0,PK-KP,DATTAKHEL,Datta Khel,Datta Khel,PPL,32.908489,69.744773,,,,,,,,,
Ob132,26/09/2010,Lawra Mandi,unclear,North Waziristan,Khyber Pakhtunkhwa,4,5,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,RAMA,-2772313.0,PK-KP,RAMA,Rama,Rama,PPL,34.893035,72.363321
Ob133,26/09/2010,unclear,Miranshah,North Waziristan,Khyber Pakhtunkhwa,3,5,0,0,0,0,1,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,MIRANSHAH,-2769162.0,PK-KP,MIRANSHAH,Miran Shah,Miran Shah,PPL,33.000588,70.071166,,,,,,,,,
Ob134,26/09/2010,Sheerani,unclear,North Waziristan,Khyber Pakhtunkhwa,2,3,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,SHERANI,-2774566.0,PK-KP,SHERANI,Sherani,Sherani,PPL,32.892528,69.641322
Ob135,27/09/2010,Khushali,unclear,North Waziristan,Khyber Pakhtunkhwa,3,4,0,0,0,0,0,0,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,NORTHWAZIRISTAN,-2770669.0,PK-KP,NORTHWAZIRISTAN,North Waziristan,North Waziristan,ADM3,32.947108,69.982094,,,,,,,,,,KHUSHALI,12344144.0,PK-KP,KHUSHALI,Khushali,Khushali,PPL,32.85283,70.243424
Ob136,28/09/2010,Zeba,unclear,South Waziristan,Khyber Pakhtunkhwa,4,4,0,0,0,0,2,2,KHYBERPAKHTUNKHWA,-2770671.0,PK-KP,KHYBERPAKHTUNKHWA,Khyber Pakhtunkhwa,Khyber Pakhtunkhwa,ADM1,33.983056,71.686111,SOUTHWAZIRISTAN,-2775090.0,PK-KP,SOUTHWAZIRISTAN,South Waziristan,South Waziristan,ADM3,32.29795,69.743452,,,,,,,,,,ZEBAIALGAD,-3878905.0,PK-KP,ZEBAIALGAD,Zebai Algad,Zebai Algad,STMI,32.818876,69.740466
