,matched_sort_Adm_2,Strike ID,Date,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,reviewed,options
10,ASSAWMAH,5,"['19/04/2014', '22/09/2016', '24/11/2016', '29/12/2016', '29/03/2018']","[13, 2, 2, 2, 3]","[21, 3, 2, 2, 4]","[3, 0, 0, 0, 0]","[8, 0, 0, 0, 3]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[6, 0, 0, 0, 2]",10618529.0,YE-BA,Aş Şawm‘ah,As Sawm`ah,14.227711,45.831125,,"[('ASSAWMAAH', 94, 55), ('ASSAWM', 86, 179), ('ASSADDAH', 75, 9), ('ASSABRAH', 75, 17), ('ASSAWADIYAH', 74, 38)]"
11,ATAQ,1,['10/05/2015'],[1],[4],[0],[0],[0],[0],[0],[0],10618511.0,YE-SH,‘Ataq,`Ataq,14.572856,46.831872,,"[('ATAQ', 100, 150), ('ATTAFFAH', 68, 33), ('ATTAHRIR', 68, 45), ('ASHSHAMAYATAYN', 68, 80), ('ATTAIZIYAH', 68, 86)]"
12,AZZAHIR,1,['14/04/2012'],[3],[7],[0],[0],[0],[0],[0],[0],10618559.0,YE-BA,Az Zāhir,Az Zahir,13.962396,45.421823,,"[('AZZAHIR', 100, 40), ('AZZAHIR', 100, 93), ('DAHR', 68, 207), ('YAHR', 68, 257), ('ATTAHRIR', 67, 45)]"
13,BAYHAN,3,"['03/07/2012', '28/02/2015', '30/01/2017']","[2, 3, 2]","[5, 4, 2]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2, 0, 0]","[2, 0, 0]",10618533.0,YE-SH,Bayḩān,Bayhan,14.752961,45.748229,,"[('BAYHAN', 100, 211), ('JAYSHAN', 77, 29), ('BADAN', 73, 16), ('ANS', 72, 204), ('HAYFAN', 67, 82)]"
14,DHINAIM,1,['24/06/2019'],[0],[5],[0],[0],[0],[0],[0],[0],10618558.0,YE-BA,Dhī Nā‘im,Dhi Na`im,14.108474,45.464202,,"[('DHINAIM', 100, 43), ('DHIBAIN', 71, 308), ('NATI', 68, 53), ('NIHM', 68, 225), ('SHIBAM', 62, 174)]"
15,GHAYLBAWAZIR,1,['19/11/2013'],[5],[5],[0],[0],[0],[0],[0],[0],10618445.0,YE-HD,Ghayl Bā Wazīr,Ghayl Ba Wazir,14.886296,49.024495,,"[('GHAYLBAWAZIR', 100, 136), ('HAYS', 68, 130), ('ALBAYDA', 64, 58), ('GHAYLBINYAMIN', 64, 135), ('ALHAWAK', 64, 160)]"
16,HABBAN,2,"['17/04/2015', '12/06/2016']","[2, 2]","[2, 3]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 1]","[0, 1]",10618518.0,YE-SH,Ḩabbān,Habban,14.290268,47.136125,,"[('HABBAN', 100, 152), ('ANS', 72, 204), ('HAYFAN', 67, 82), ('HAYRAN', 67, 106), ('MABYAN', 67, 126)]"
17,HAJAR,1,['22/03/2016'],[50],[71],[0],[0],[0],[0],[28],[30],10618863.0,YE-HD,Ḩajar,Hajar,14.438039,48.277368,,"[('HAJAR', 100, 189), ('HAJARASSAYAR', 90, 171), ('HAJJAH', 73, 133), ('MAJZAR', 73, 269), ('HAJJAHCITY', 72, 132)]"
18,HAJARASSAYAR,1,['26/11/2014'],[7],[7],[0],[0],[0],[0],[0],[0],10618452.0,YE-HD,Ḩajar aş Şay‘ar,Hajar as Say`ar,16.26585,47.953679,,"[('HAJARASSAYAR', 100, 171), ('HAJAR', 90, 189), ('YAHR', 77, 257), ('RASSD', 72, 32), ('SARAR', 72, 34)]"
19,HARIB,1,['21/08/2015'],[3],[3],[0],[0],[0],[0],[0],[0],-3187401.0,YE-MA,Ḩarīb,Harib,14.930446,45.368197,,"[('HARIB', 100, 279), ('HARIBALQARAMISH', 90, 274), ('HATIB', 80, 215), ('MARIB', 80, 284), ('KHARIF', 73, 305)]"
20,KHABBWAASHSHAF,2,"['09/06/2013', '12/03/2014']","[2, 2]","[7, 3]","[1, 0]","[1, 0]","[1, 0]","[1, 0]","[0, 0]","[0, 0]",10618778.0,YE-JA,Khabb wa ash Sha‘f,Khabb wa ash Sha`f,16.643164,45.785317,,"[('KHABWAASHSHAF', 96, 91), ('HABBAN', 75, 152), ('ASHSHAIR', 72, 7), ('KUHLANASHSHARAF', 69, 110), ('ASHSHAHIL', 68, 118)]"
21,KHANFIR,14,"['18/06/2011', '05/09/2011', '05/09/2011', '18/03/2012', '30/04/2012', '10/05/2012', '14/05/2012', '15/05/2012', '19/05/2012', '20/05/2012', '07/06/2012', '07/06/2012', '13/06/2012', '18/10/2012']","[0, 3, 9, 8, 3, 5, 0, 14, 3, 0, 3, 5, 10, 7]","[0, 7, 11, 8, 3, 12, 0, 42, 5, 9, 3, 5, 18, 9]","[0, 3, 1, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0]","[0, 7, 1, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 4, 2, 0, 0, 0, 2, 20, 0, 0, 0, 3, 1, 0]","[6, 4, 2, 0, 0, 0, 2, 21, 0, 0, 0, 3, 1, 0]",10618532.0,YE-AB,Khanfir,Khanfir,13.447814,45.733642,,"[('KHANFAR', 86, 19), ('KHAMIR', 77, 321), ('KUHLANAFAR', 71, 123), ('DIMNATKHADIR', 69, 79), ('YAFI', 68, 249)]"
22,KHAWLAN,1,['23/01/2013'],[4],[4],[2],[2],[0],[0],[0],[0],-3188759.0,YE-SN,Khawlān,Khawlan,15.270134,44.702496,,"[('KHAWLAN', 100, 242), ('ANS', 72, 204), ('HAWF', 68, 285), ('ALKHALAQ', 67, 98), ('DAWAN', 67, 182)]"
23,LAWDAR,6,"['31/01/2012', '11/04/2012', '21/04/2012', '23/04/2012', '30/04/2012', '14/05/2012']","[10, 10, 12, 0, 4, 6]","[14, 14, 17, 4, 4, 6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 10, 0, 0, 0, 0]","[0, 10, 5, 0, 0, 0]",10618528.0,YE-AB,Lawdar,Lawdar,13.709611,45.800769,,"[('LAWDAR', 100, 31), ('DAHR', 77, 207), ('BILADARRUS', 75, 237), ('ALMADARIBAHWAALAARAH', 75, 271), ('AHWAR', 73, 36)]"
24,MARIB,2,"['21/10/2012', '21/09/2015']","[4, 2]","[4, 2]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]",-3189597.0,YE-MA,Ma’rib,Ma'rib,15.723778,46.011143,,"[('MARIB', 100, 284), ('MARIBCITY', 90, 282), ('HARIB', 80, 279), ('IBB', 72, 3), ('DHAMARCITY', 72, 203)]"
25,MAYFAAH,1,['15/10/2014'],[4],[4],[0],[0],[0],[0],[0],[0],10618513.0,YE-SH,Mayfa‘ah,Mayfa`ah,14.370924,47.740448,,"[('MAYFAAH', 100, 219), ('MAWIYAH', 71, 68), ('BRUMMAYFAH', 71, 190), ('MAYFAATANS', 71, 194), ('MASWARAH', 67, 54)]"
26,MUDIYAH,5,"['14/03/2010', '15/03/2010', '26/04/2012', '16/05/2012', '07/06/2012']","[2, 7, 3, 16, 2]","[3, 20, 3, 16, 2]","[0, 0, 0, 0, 0]","[0, 20, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 5, 7]","[0, 0, 0, 14, 7]",10618524.0,YE-AB,Mūdīyah,Mudiyah,13.885422,46.219647,,"[('MUDIYAH', 100, 28), ('YAHR', 77, 257), ('MAWIYAH', 71, 68), ('MIDI', 68, 104), ('MAHLIYAH', 67, 280)]"
27,NISAB,3,"['23/04/2012', '25/09/2014', '06/12/2014']","[3, 4, 9]","[3, 5, 10]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2, 0, 3]","[2, 0, 3]",10618512.0,YE-SH,Nişāb,Nisab,14.478977,46.44767,,"[('NISAB', 100, 213), ('ABS', 72, 105), ('BANIDABYAN', 72, 244), ('DAWRANANIS', 68, 205), ('BANISAD', 67, 264)]"
28,RADA,10,"['06/08/2012', '02/09/2012', '04/01/2013', '20/05/2013', '12/12/2013', '06/01/2014', '24/10/2014', '26/10/2014', '04/11/2014', '13/09/2016']","[7, 12, 3, 2, 12, 0, 3, 12, 9, 5]","[7, 12, 3, 2, 17, 0, 10, 20, 20, 5]","[0, 12, 0, 0, 8, 0, 0, 2, 0, 0]","[0, 12, 0, 0, 16, 0, 10, 10, 0, 0]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 4, 0, 0, 5, 0, 0, 0, 0, 0]","[0, 11, 0, 0, 30, 2, 0, 0, 0, 0]",-3191086.0,YE-BA,Radā‘,Rada`,14.339995,44.908741,,"[('RADA', 100, 59), ('RADMAN', 80, 49), ('RADFAN', 80, 262), ('RAYDAH', 80, 309), ('JABALMURAD', 77, 287)]"
29,RAGHWAN,1,['08/10/2017'],[5],[5],[0],[0],[0],[0],[0],[0],10618737.0,YE-MA,Raghwān,Raghwan,15.788076,45.069418,,"[('RAGHWAN', 100, 229), ('ANS', 72, 204), ('AHWAR', 67, 36), ('DAWAN', 67, 182), ('MASHRAHWAHADNAN', 64, 75)]"
30,RUDUM,2,"['03/03/2014', '04/03/2016']","[2, 4]","[4, 4]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[2, 0]","[2, 0]",10618514.0,YE-SH,Ruḑūm,Rudum,14.085554,47.868147,,"[('RADUM', 80, 220), ('ARRUJUM', 67, 293), ('RUMAH', 60, 167), ('RADMAN', 55, 49), ('ARRADMAH', 54, 5)]"
31,SAYUN,1,['19/01/2016'],[2],[2],[0],[0],[0],[0],[0],[0],10618441.0,YE-HD,Say’ūn,Say'un,15.947115,48.831486,,"[('SAYUN', 100, 176), ('ALHASAYN', 80, 322), ('AYN', 75, 210), ('SAYHUT', 73, 301), ('OSAYLAN', 67, 198)]"
32,USAYLAN,1,['21/04/2014'],[3],[4],[1],[1],[1],[1],[0],[0],10618644.0,YE-SH,‘Usaylān,`Usaylan,15.171595,46.027444,,"[('OSAYLAN', 86, 198), ('ANS', 72, 204), ('SALAH', 67, 85), ('SAYUN', 67, 176), ('SAFAN', 67, 241)]"
33,ZINJIBAR,11,"['03/06/2011', '10/06/2011', '27/07/2011', '24/08/2011', '22/12/2011', '18/03/2012', '22/03/2012', '02/05/2012', '26/03/2016', '05/04/2016', '25/04/2016']","[7, 1, 5, 30, 1, 14, 29, 10, 6, 0, 3]","[7, 1, 5, 30, 1, 18, 30, 15, 6, 0, 6]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 40, 0, 0, 24, 0, 0, 0, 0]","[0, 0, 0, 40, 0, 0, 24, 0, 0, 0, 0]",10618573.0,YE-AB,Zinjibār,Zinjibar,13.140857,45.430399,,"[('ZINJIBAR', 100, 18), ('IBB', 60, 3), ('JIBLAH', 57, 15), ('SIBAH', 54, 8), ('HAJAR', 54, 189)]"
