strike_id,date,adm_1,adm_2,adm_3,min_total_ppl,max_total_ppl,min_civilians,max_civilians,min_children,max_children,min_injured,max_injured,adm_1_code,adm_1_sort_name,adm_1_full_name,adm_1_lat_dd,adm_1_long_dd,adm_2_sort_name,adm_2_full_name,adm_2_lat_dd,adm_2_long_dd
YEM170,26/09/2014,Al Jawf,unclear,Unknown,2,3,0,0,0,0,3,3,YE-JA,ALJAWF,Al Jawf,16.689733,45.611556,,,,
YEM171,15/10/2014,Shabwah,Mayfa`ah,Unknown,4,4,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,MAYFAAH,Mayfa`ah,14.370924,47.740448
YEM172,24/10/2014,Al Bayda',Rada`,Unknown,3,10,0,10,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,RADA,Rada`,14.339995,44.908741
YEM173,26/10/2014,Al Bayda',Rada`,Unknown,12,20,2,10,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,RADA,Rada`,14.339995,44.908741
YEM174,04/11/2014,Al Bayda',Rada`,Unknown,9,20,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,RADA,Rada`,14.339995,44.908741
YEM175,12/11/2014,Shabwah,unclear,Unknown,6,8,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM176,26/11/2014,unclear,unclear,Unknown,7,7,0,0,0,0,0,0,,,,,,,,,
YEM177,06/12/2014,Shabwah,Nisab,Unknown,9,10,0,0,0,0,3,3,YE-SH,SHABWAH,Shabwah,15.0,47.0,NISAB,Nisab,14.478977,46.44767
YEM178,06/12/2014,Shabwah,unclear,Unknown,11,11,8,8,1,1,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM179,26/01/2015,multiple,unclear,Unknown,3,3,1,2,1,1,0,0,,,,,,,,,
YEM180,31/01/2015,Shabwah,Markhah al `Ulya,Unknown,4,4,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,MARKHAHALULYA,Markhah al `Ulya,14.489759,45.929899
YEM181,02/02/2015,Al Bayda',unclear,Unknown,3,6,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM182,20/02/2015,Shabwah,Markhah al `Ulya,Unknown,2,3,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,MARKHAHALULYA,Markhah al `Ulya,14.489759,45.929899
YEM183,28/02/2015,Shabwah,unclear,Unknown,3,4,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM184,01/03/2015,Shabwah,unclear,Unknown,2,3,0,0,0,0,3,3,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM185,12/04/2015,unclear,unclear,Unknown,3,7,0,0,0,0,0,0,,,,,,,,,
YEM186,17/04/2015,Shabwah,Habban,Unknown,2,2,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,HABBAN,Habban,14.290268,47.136125
YEM187,19/04/2015,Shabwah,unclear,Unknown,2,6,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM188,21/04/2015,Hadramawt,Al Mukalla,Unknown,5,7,0,1,0,1,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM189,08/05/2015,Shabwah,unclear,Unknown,3,3,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM190,10/05/2015,Shabwah,`Ataq,Unknown,1,4,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,ATAQ,`Ataq,14.572856,46.831872
YEM191,11/05/2015,Hadramawt,Al Mukalla,Unknown,4,4,0,0,0,0,2,2,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM192,16/05/2015,Shabwah,unclear,Unknown,3,3,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM193,22/05/2015,Shabwah,unclear,Unknown,3,5,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM194,02/06/2015,Al Jawf,unclear,Unknown,5,20,0,0,0,0,0,0,YE-JA,ALJAWF,Al Jawf,16.689733,45.611556,,,,
YEM195,09/06/2015,Hadramawt,Al Mukalla,Unknown,3,3,0,0,0,0,2,2,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM196,25/06/2015,Hadramawt,Al Mukalla,Unknown,4,5,0,0,0,0,2,2,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM197,26/06/2015,Shabwah,unclear,Unknown,4,4,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM198,26/06/2015,Hadramawt,Al Mukalla,Unknown,4,4,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM199,03/07/2015,Hadramawt,Al Mukalla,Unknown,4,4,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM200,11/07/2015,Hadramawt,Al Mukalla,Unknown,3,10,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM201,29/07/2015,Abyan,unclear,Unknown,4,5,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,,,,
YEM202,12/08/2015,Hadramawt,Al Mukalla,Unknown,5,5,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM203,21/08/2015,Ma'rib,Harib,Unknown,3,3,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,HARIB,Harib,14.930446,45.368197
YEM204,23/08/2015,unclear,unclear,Unknown,4,4,0,0,0,0,0,0,,,,,,,,,
YEM205,26/08/2015,Hadramawt,Al Mukalla,Unknown,5,5,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM206,09/09/2015,Hadramawt,Al Mukalla,Unknown,3,6,0,4,0,0,2,2,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM207,11/09/2015,multiple,unclear,Unknown,4,4,0,0,0,0,0,0,,,,,,,,,
YEM208,12/09/2015,Hadramawt,Al Mukalla,Unknown,4,5,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM209,21/09/2015,Ma'rib,Ma'rib,Unknown,2,2,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,MARIB,Ma'rib,15.723778,46.011143
YEM210,22/12/2015,multiple,unclear,Unknown,4,4,0,0,0,0,0,0,,,,,,,,,
YEM211,15/01/2016,Shabwah,unclear,Unknown,3,3,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM212,19/01/2016,Hadramawt,Say'un,Unknown,2,2,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,SAYUN,Say'un,15.947115,48.831486
YEM213,03/02/2016,Shabwah,unclear,Unknown,6,6,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM214,03/02/2016,Abyan,unclear,Unknown,3,3,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,,,,
YEM215,15/02/2016,Lahij,unclear,Unknown,3,3,0,0,0,0,0,0,YE-LA,LAHIJ,Lahij,13.166667,44.583333,,,,
YEM216,29/02/2016,Hadramawt,unclear,Unknown,3,3,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM217,04/03/2016,Shabwah,unclear,Unknown,4,4,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM218,22/03/2016,Hadramawt,Al Mukalla,Unknown,50,71,0,0,0,0,28,30,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM219,26/03/2016,Abyan,multiple,Unknown,8,8,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,,,,
YEM220,26/03/2016,Abyan,Zinjibar,Unknown,6,6,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,ZINJIBAR,Zinjibar,13.140857,45.430399
YEM221,28/03/2016,Hadramawt,Al Mukalla,Unknown,5,5,3,3,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM222,30/03/2016,Shabwah,unclear,Unknown,2,5,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM223,30/03/2016,Hadramawt,Al Mukalla,Unknown,0,0,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM224,03/04/2016,Hadramawt,Al Mukalla,Unknown,0,0,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALMUKALLA,Al Mukalla,14.671118,48.91989
YEM225,05/04/2016,Abyan,Zinjibar,Unknown,0,0,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,ZINJIBAR,Zinjibar,13.140857,45.430399
YEM226,23/04/2016,unclear,unclear,Unknown,2,2,0,0,0,0,0,0,,,,,,,,,
YEM227,25/04/2016,Abyan,Zinjibar,Unknown,3,6,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,ZINJIBAR,Zinjibar,13.140857,45.430399
YEM228,25/04/2016,Shabwah,unclear,Unknown,2,10,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM229,28/04/2016,Shabwah,unclear,Unknown,4,4,0,0,0,0,1,1,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM230,19/05/2016,Shabwah,unclear,Unknown,4,4,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM231,09/06/2016,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM232,10/06/2016,unclear,unclear,Unknown,2,2,0,0,0,0,0,0,,,,,,,,,
YEM233,12/06/2016,Shabwah,Habban,Unknown,2,3,0,0,0,0,1,1,YE-SH,SHABWAH,Shabwah,15.0,47.0,HABBAN,Habban,14.290268,47.136125
YEM234,01/07/2016,Shabwah,unclear,Unknown,3,6,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM235,04/07/2016,Shabwah,unclear,Unknown,2,3,0,0,0,0,0,1,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM236,08/07/2016,unclear,unclear,Unknown,1,1,0,0,0,0,0,0,,,,,,,,,
YEM237,10/07/2016,unclear,unclear,Unknown,0,0,0,0,0,0,4,4,,,,,,,,,
YEM238,16/07/2016,Shabwah,Markhah al `Ulya,Unknown,2,4,0,0,0,0,0,2,YE-SH,SHABWAH,Shabwah,15.0,47.0,MARKHAHALULYA,Markhah al `Ulya,14.489759,45.929899
YEM239,04/08/2016,Shabwah,unclear,Unknown,2,4,0,0,0,0,2,4,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM240,24/08/2016,Shabwah,unclear,Unknown,4,5,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM241,30/08/2016,Shabwah,unclear,Unknown,3,3,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM242,04/09/2016,Shabwah,unclear,Unknown,6,9,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM243,13/09/2016,Al Bayda',Rada`,Unknown,5,5,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,RADA,Rada`,14.339995,44.908741
YEM244,20/09/2016,Ma'rib,unclear,Unknown,2,2,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
YEM245,22/09/2016,Al Bayda',unclear,Unknown,2,3,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM246,23/09/2016,unclear,unclear,Unknown,3,5,0,0,0,0,0,0,,,,,,,,,
YEM247,29/09/2016,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM248,06/10/2016,Shabwah,unclear,Unknown,2,2,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM249,12/10/2016,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM250,18/10/2016,Shabwah,unclear,Unknown,3,8,0,0,0,0,2,2,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM251,21/10/2016,Ma'rib,unclear,Unknown,5,5,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
YEM252,21/11/2016,Al Bayda',unclear,Unknown,1,1,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM253,24/11/2016,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM254,30/11/2016,Hadramawt,unclear,Unknown,3,3,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM255,13/12/2016,multiple,unclear,Unknown,4,4,0,0,0,0,0,0,,,,,,,,,
YEM256,29/12/2016,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM257,08/01/2017,Al Bayda',unclear,Unknown,1,1,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM258,20/01/2017,Al Bayda',unclear,Unknown,1,1,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM259,21/01/2017,Al Bayda',unclear,Unknown,3,6,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM260,22/01/2017,Al Bayda',unclear,Unknown,1,3,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM261,28/01/2017,Al Bayda',unclear,Unknown,39,39,25,25,10,10,7,7,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM262,30/01/2017,Shabwah,Bayhan,Unknown,2,2,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,BAYHAN,Bayhan,14.752961,45.748229
YEM263,02/03/2017,multiple,unclear,Unknown,2,12,0,0,0,0,0,0,,,,,,,,,
YEM264,03/03/2017,unclear,unclear,Unknown,1,8,0,0,0,0,0,0,,,,,,,,,
YEM265,04/03/2017,Abyan,Ahwar,Unknown,2,2,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,AHWAR,Ahwar,13.64209,46.755614
YEM266,06/03/2017,multiple,unclear,Unknown,7,11,0,2,0,2,0,0,,,,,,,,,
YEM267,31/03/2017,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM268,02/04/2017,Shabwah,unclear,Unknown,0,0,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM269,18/04/2017,Ma'rib,unclear,Unknown,3,4,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
YEM270,23/04/2017,Shabwah,Markhah al `Ulya,Unknown,3,8,3,8,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,MARKHAHALULYA,Markhah al `Ulya,14.489759,45.929899
YEM271,24/04/2017,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM272,29/04/2017,Ma'rib,unclear,Unknown,4,5,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
YEM273,29/04/2017,Shabwah,unclear,Unknown,3,3,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM274,23/05/2017,Ma'rib,Al Jubah,Unknown,7,12,5,5,0,1,5,6,YE-MA,MARIB,Ma'rib,15.416667,45.35,ALJUBAH,Al Jubah,15.129253,45.286811
YEM275,16/06/2017,Shabwah,Markhah al `Ulya,Unknown,2,3,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,MARKHAHALULYA,Markhah al `Ulya,14.489759,45.929899
YEM276,01/07/2017,Abyan,Al Wadi`,Unknown,2,2,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,ALWADI,Al Wadi`,13.719918,46.012205
YEM277,13/08/2017,Abyan,unclear,Unknown,0,3,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,,,,
YEM278,09/09/2017,Al Bayda',unclear,Unknown,2,7,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM279,16/09/2017,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM280,04/10/2017,Al Bayda',unclear,Unknown,1,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM281,08/10/2017,Ma'rib,Raghwan,Unknown,5,5,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,RAGHWAN,Raghwan,15.788076,45.069418
YEM282,16/10/2017,Al Bayda',unclear,Unknown,50,50,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM283,19/10/2017,Al Bayda',unclear,Unknown,5,5,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM284,19/10/2017,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM285,25/10/2017,Al Bayda',unclear,Unknown,9,13,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM286,02/11/2017,Ma'rib,Al `Abdiyah,Unknown,2,2,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,ALABDIYAH,Al `Abdiyah,14.733152,45.393384
YEM287,10/11/2017,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM288,11/11/2017,Al Bayda',unclear,Unknown,1,1,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM289,12/11/2017,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM290,19/11/2017,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM291,20/11/2017,Al Bayda',unclear,Unknown,5,5,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM292,23/11/2017,Al Bayda',unclear,Unknown,2,2,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM293,25/11/2017,Shabwah,unclear,Unknown,5,7,0,0,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM294,26/11/2017,Al Bayda',unclear,Unknown,3,3,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM295,15/12/2017,Al Bayda',unclear,Unknown,1,1,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM296,19/12/2017,Ma'rib,unclear,Unknown,1,1,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
YEM297,01/01/2018,Al Bayda',unclear,Unknown,0,2,0,2,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM298,26/01/2018,Shabwah,unclear,Unknown,7,7,7,7,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM299,29/01/2018,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM300,11/02/2018,Al Bayda',unclear,Unknown,6,6,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM301,16/02/2018,Al Bayda',unclear,Unknown,2,3,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM302,28/02/2018,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM303,05/03/2018,Hadramawt,unclear,Unknown,1,4,0,1,0,1,0,1,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM304,07/03/2018,Hadramawt,Madinat al Mukalla,Unknown,1,1,1,1,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,MADINATALMUKALLA,Madinat al Mukalla,14.57884,49.192913
YEM305,08/03/2018,Hadramawt,unclear,Unknown,0,0,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM306,09/03/2018,Hadramawt,Al `Abr,Unknown,6,6,0,6,0,1,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,ALABR,Al `Abr,15.938422,47.228796
YEM307,22/03/2018,Ma'rib,unclear,Unknown,5,7,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
YEM308,26/03/2018,Hadramawt,unclear,Unknown,0,0,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM309,29/03/2018,Al Bayda',unclear,Unknown,3,4,0,3,0,0,0,2,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM310,11/04/2018,Hadramawt,unclear,Unknown,0,0,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM311,23/04/2018,Al Bayda',unclear,Unknown,0,0,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM312,30/04/2018,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM313,14/05/2018,Shabwah,unclear,Unknown,2,3,0,1,0,0,0,0,YE-SH,SHABWAH,Shabwah,15.0,47.0,,,,
YEM314,23/06/2018,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM315,30/06/2018,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM316,22/07/2018,Hadramawt,unclear,Unknown,0,0,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM317,24/07/2018,Hadramawt,unclear,Unknown,0,0,0,0,0,0,0,0,YE-HD,HADRAMAWT,Hadramawt,16.0,49.0,,,,
YEM318,14/08/2018,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM319,09/09/2018,Abyan,Ahwar,Unknown,4,4,0,0,0,0,0,0,YE-AB,ABYAN,Abyan,13.786202,46.141766,AHWAR,Ahwar,13.64209,46.755614
YEM320,18/09/2018,Al Bayda',unclear,Unknown,0,0,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM321,25/11/2018,Al Bayda',Madinat al Bayda',Unknown,5,8,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,MADINATALBAYDA,Madinat al Bayda',13.984923,45.556551
YEM322,01/01/2019,Ma'rib,unclear,Unknown,1,1,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
YEM323,31/03/2019,Al Bayda',unclear,Unknown,0,0,0,0,0,0,0,0,YE-BA,ALBAYDA,Al Bayda',14.34166,45.394422,,,,
YEM324,24/06/2019,unclear,unclear,Unknown,0,5,0,0,0,0,0,0,,,,,,,,,
YEM325,02/01/2020,unclear,unclear,Unknown,0,0,0,0,0,0,0,0,,,,,,,,,
YEM326,02/01/2020,Ma'rib,unclear,Unknown,0,2,0,0,0,0,0,0,YE-MA,MARIB,Ma'rib,15.416667,45.35,,,,
