Strike ID,Date,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured
AFG0001,01/01/2015,Unknown,Spera,Khost,0,0,0,0,0,0,0,0
AFG0002,03/01/2015,Unknown,Gayan,Paktika,18,18,0,0,0,0,0,0
AFG0003,03/01/2015,Unknown,Spera,Khost,7,7,0,0,0,0,0,0
AFG0004,06/01/2015,Unknown,Dara I Pech,Kunar,0,0,0,0,0,0,0,0
AFG0005,07/01/2015,Unknown,Unknown,Logar,3,3,0,0,0,0,0,0
AFG0006,08/01/2015,Chikanawr,Lal Pura,Nangarhar,6,6,0,0,0,0,3,3
AFG0007,11/01/2015,Chikanawr,Lal Pura,Nangarhar,8,8,0,0,0,0,3,3
AFG0008,16/01/2015,Unknown,Nazyan,Nangarhar,3,3,0,0,0,0,0,0
AFG0009,17/01/2015,Unknown,Lal Pura,Nangarhar,0,0,0,0,0,0,0,0
AFG0010,19/01/2015,Unknown,Khugyani,Nangarhar,0,0,0,0,0,0,0,0
AFG0011,08/02/2015,Azankarez,Kajak,Helmand,6,8,0,0,0,0,0,0
AFG0012,10/02/2015,Unknown,Khas Kunar,Kunar,2,2,0,0,0,0,0,0
AFG0013,11/02/2015,Unknown,Nazyan,Nangarhar,2,9,0,0,0,0,0,0
AFG0014,18/02/2015,Fathi Khani,Khogyani,Nangarhar,8,8,0,0,0,0,0,0
AFG0015,02/03/2015,Unknown,Alishir,Khost,1,1,0,1,0,0,0,0
AFG0016,10/03/2015,Mamond,Achin,Nangarhar,6,6,0,0,0,0,0,0
AFG0017,11/03/2015,Unknown,Sarakani,Kunar,0,0,0,0,0,0,0,0
AFG0018,13/03/2015,Unknown,Lal Pura,Nangarhar,0,0,0,0,0,0,0,0
AFG0019,18/03/2015,Unknown,Chinar Khor,Kunar,0,0,0,0,0,0,1,1
AFG0020,23/03/2015,Unknown,Nazyan,Nangarhar,9,13,0,0,0,0,0,0
AFG0021,24/03/2015,Unknown,Unknown,Kunar,11,11,0,0,0,0,0,0
AFG0022,25/03/2015,Unknown,Sia Gird,Parwan,0,0,0,0,0,0,0,0
AFG0023,26/03/2015,Unknown,Zurmat,Paktia,0,0,0,0,0,0,1,1
AFG0024,12/04/2015,Unknown,Dara I Pech,Kunar,3,3,0,0,0,0,0,0
AFG0025,28/04/2015,Degal,Chapa Darre,Kunar,3,3,0,0,0,0,0,0
AFG0026,03/05/2015,Unknown,Mohmand Dara,Nangarhar,12,12,0,0,0,0,0,0
AFG0027,04/05/2015,"Dabili, Landi Basawal area",Mohmand Dara,Nangarhar,17,17,0,0,0,0,0,0
AFG0028,07/05/2015,Unknown,Khas Khar,Kunar,6,7,0,1,0,1,0,0
AFG0029,07/05/2015,Unknown,Goshti,Nangarhar,4,4,0,0,0,0,0,0
AFG0030,09/05/2015,Machi Megi,Lal Pura,Nangarhar,13,13,0,0,0,0,0,0
AFG0031,14/05/2015,Unknown,Bati Kot,Nangarhar,4,4,0,0,0,0,1,1
AFG0032,15/05/2015,"Various: Chahardahi in Bati Kot, Bandar Darah in Dur Baba, Murdai in Achin","Various: Nazyan, Bati Kot, Bandar Darah, Dur Baba, Achin",Nangarhar,5,41,0,0,0,0,0,0
AFG0033,21/05/2015,Katar village,Watapor,Kunar,4,5,0,0,0,0,0,0
AFG0034,27/05/2015,Unknown,Want Waigal,Nuristan,5,5,0,0,0,0,0,0
AFG0035,28/05/2015,Unknown,Watapor,Kunar,1,1,0,0,0,0,0,0
AFG0036,31/05/2015,Unknown,Baraki Barak,Logar,2,3,0,3,0,2,0,0
AFG0037,03/06/2015,Shogam area,Shigal,Kunar,3,6,0,0,0,0,0,0
AFG0038,04/06/2015,Unknown,Achin,Nangarhar,1,1,0,0,0,0,0,0
AFG0039,04/06/2015,Unknown,Chapahar,Nangarhar,6,6,0,1,0,0,0,0
AFG0040,04/06/2015,Unknown,Chapahar,Nangarhar,11,11,0,0,0,0,0,0
AFG0041,05/06/2015,Ali Shir,Tere Zayi,Khost,14,14,14,14,0,0,0,0
AFG0042,07/06/2015,Unknown,Chapa Dara,Kunar,1,1,0,0,0,0,0,0
AFG0043,08/06/2015,Samso,Lal Pura,Nangarhar,7,7,0,5,0,5,0,0
AFG0044,08/06/2015,Unknown,Lal Pura,Nangarhar,3,3,0,0,0,0,0,0
AFG0045,11/06/2015,Maroufkhil,Khushamand,Paktika,30,30,0,0,0,0,0,0
AFG0046,11/06/2015,Jarkani,Yousufkhil,Paktika,2,2,0,0,0,0,0,0
AFG0047,14/06/2015,Unknown,Dangam,Kunar,7,15,0,5,0,5,0,0
AFG0048,15/06/2015,Unknown,Chak e Wardak,Wardak,2,2,2,2,0,0,0,0
AFG0049,18/06/2015,Unknown,Chazi Abad,Kunar,0,0,0,0,0,0,0,0
AFG0050,19/06/2015,Unknown,Mohmand Dara,Nangarhar,8,8,0,0,0,0,0,0
AFG0051,19/06/2015,Kamar Kandaw,Haska Meena,Nangarhar,4,7,0,0,0,0,0,0
AFG0052,20/06/2015,Unknown,Kanish,Nuristan,4,9,0,0,0,0,0,0
AFG0053,21/06/2015,Barikaab Dab,Bati Kot,Nangarhar,6,7,0,0,0,0,0,0
AFG0054,26/06/2015,Unknown,Unknown,Nuristan,6,6,0,0,0,0,0,0
AFG0055,27/06/2015,Unknown,Unknown,Paktika,1,1,0,0,0,0,0,0
AFG0056,27/06/2015,Mardish,Want Waigal,Nuristan,5,5,0,0,0,0,3,3
AFG0057,30/06/2015,Machi Megi,Lal Pura,Nangarhar,4,14,0,0,0,0,12,12
AFG0058,04/07/2015,Unknown,Ghanikhel,Nangarhar,12,12,0,0,0,0,0,0
AFG0059,04/07/2015,Unknown,Chappa Dara,Kunar,1,1,0,0,0,0,0,0
AFG0060,04/07/2015,Unknown,Dara I Pech,Nangarhar,0,0,0,0,0,0,0,0
AFG0061,05/07/2015,Unknown,Chaparhar,Nangarhar,3,3,0,0,0,0,0,0
AFG0062,06/07/2015,Unknown,Achin,Nangarhar,12,12,0,0,0,0,0,0
AFG0063,06/07/2015,Unknown,Achin,Nangarhar,13,37,0,0,0,0,0,0
AFG0064,07/07/2015,Unknown,Achin,Nangarhar,11,49,0,0,0,0,0,4
AFG0065,07/07/2015,Unknown,Achin,Nangarhar,18,18,0,0,0,0,0,0
AFG0066,07/07/2015,Unknown,Haska Meena,Nangarhar,25,25,0,0,0,0,0,0
AFG0067,07/07/2015,Unknown,Bati Kot,Nangarhar,4,4,0,0,0,0,2,2
AFG0068,08/07/2015,Tangi,Dih Bala,Nangarhar,25,52,0,0,0,0,0,0
AFG0069,10/07/2015,Unknown,Achin,Nangarhar,30,31,0,0,0,0,0,0
AFG0070,11/07/2015,Unknown,Bermal,Paktika,3,3,0,0,0,0,0,0
AFG0071,12/07/2015,Maidnak and Chehal Gazi,Achin,Nangarhar,12,12,0,0,0,0,0,0
AFG0072,14/07/2015,Unknown,Haska Mina,Nangarhar,28,28,0,0,0,0,0,0
AFG0073,16/07/2015,Unknown,Tor Khail,Wardak,8,16,0,0,0,0,0,0
AFG0074,16/07/2015,Unknown,Haska Mina,Nangarhar,6,6,0,0,0,0,0,0
AFG0075,20/07/2015,Cheltan,Baraki Barak,Logar,7,10,0,0,0,0,5,6
AFG0076,26/07/2015,Chaknawr,Lal Pura,Nangarhar,5,6,0,0,0,0,0,0
AFG0077,29/07/2015,Harun Baba,Haska Mina and Pachiragam,Nangarhar,12,20,0,0,0,0,0,0
AFG0078,02/08/2015,Cholzi,Baraki Barak,Logar,4,4,0,0,0,0,0,0
AFG0079,04/08/2015,Unknown,"Sherzad, Haska Mina and Deh Bala",Nangarhar and Paktika,56,66,0,0,0,0,0,0
AFG0080,08/08/2015,Gorgori,Haska Mina,Nangarhar,10,10,0,0,0,0,0,0
AFG0081,09/08/2015,Unknown,Nazyan,Nangarhar,2,6,0,0,0,0,0,0
AFG0082,10/08/2015,Shonkorok Valley,Shegal,Kunar,3,3,0,0,0,0,0,0
AFG0083,17/08/2015,Unknown,Day Mirdad,Wardak,4,5,0,0,0,0,0,0
AFG0084,17/08/2015,Unknown,Chak,Wardak,2,3,0,0,0,0,0,0
AFG0085,23/08/2015,Unknown,Musa Qala,Helmand,40,40,0,0,0,0,0,0
AFG0086,26/08/2015,Kotikhil,Shirzad,Nangarhar,4,4,0,0,0,0,0,0
AFG0087,27/08/2015,Unknown,Musa Qala,Helmand,0,0,0,0,0,0,0,0
AFG0088,30/08/2015,Unknown,Musa Qala,Helmand,0,0,0,0,0,0,0,0
AFG0089,31/08/2015,Unknown,Nahr e Saraj,Helmand,2,2,2,2,0,0,0,0
AFG0090,01/09/2015,Unknown,Musa Qala,Helmand,0,0,0,0,0,0,0,0
AFG0091,06/09/2015,Unknown,Garamser,Helmand,11,31,0,0,0,0,4,4
AFG0092,06/09/2015,Unknown,Maiwand,Kandahar,0,0,0,0,0,0,0,0
AFG0093,08/09/2015,Unknown,Ghazi Abad,Kunar,2,2,0,0,0,0,0,0
AFG0094,10/09/2015,Unknown,Gomal,Paktika,5,15,0,0,0,0,0,0
AFG0095,13/09/2015,Marsangi,Lal Pura,Nangarhar,4,5,0,0,0,0,2,2
AFG0096,17/09/2015,Melawe,Nazyan,Nangarhar,5,5,0,0,0,0,0,0
AFG0097,29/09/2015,Kunduz airport,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0098,29/09/2015,Kunduz airport,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0099,30/09/2015,Kunduz airport,Kunduz city,Kunduz,0,24,0,0,0,0,0,0
AFG0100,30/09/2015,Kunduz airport,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0101,30/09/2015,Kunduz airport,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0102,30/09/2015,Kunduz city,Kunduz city,Kunduz,3,3,0,0,0,0,0,0
AFG0103,02/10/2015,Kunduz city,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0104,02/10/2015,Kunduz city,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0105,03/10/2015,Kunduz city,Kunduz city,Kunduz,42,42,42,42,3,3,27,27
AFG0106,05/10/2015,Kunduz city,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0107,11/10/2015,Unknown,Shurabak,Kandahar,100,200,0,0,0,0,50,50
AFG0108,13/10/2015,Unknown,Unknown,Nangarhar,6,6,0,0,0,0,0,0
AFG0109,19/10/2015,Unknown,Kharwar,Logar,0,20,0,0,0,0,0,0
AFG0110,23/10/2015,Unknown,Nazyan,Nangarhar,6,6,0,0,0,0,3,3
AFG0111,23/10/2015,Mamand or Bandar,Achin,Nangarhar,8,10,0,0,0,0,0,0
AFG0112,23/10/2015,Bandar,Achin,Nangarhar,3,3,0,0,0,0,0,0
AFG0113,23/10/2015,Abdul Khel,Achin,Nangarhar,10,10,0,0,0,0,0,0
AFG0114,27/10/2015,Syah Cho,Achin,Nangarhar,11,12,0,1,0,0,0,0
AFG0115,29/10/2015,Unknown,Nazyan,Nangarhar,3,4,0,0,0,0,0,0
AFG0116,29/10/2015,Unknown,Ghazi Abad,Kunar,3,3,0,0,0,0,0,0
AFG0117,29/10/2015,Unknown,Lal Pura,Kunar,4,4,0,0,0,0,2,2
AFG0118,31/10/2015,"Choni Sar area, Shultan valley",Shigal,Kunar,2,2,0,0,0,0,0,0
AFG0119,04/11/2015,Unknown,Achin,Nangarhar,0,29,0,0,0,0,0,0
AFG0120,08/11/2015,Gulai,Ghanikhil,Nangarhar,3,3,0,0,0,0,1,1
AFG0121,14/11/2015,Landi Kambo,Khogyani,Nangarhar,12,13,0,0,0,0,0,0
AFG0122,17/11/2015,Unknown,Behsood,Nangarhar,8,8,0,0,0,0,0,0
AFG0123,18/11/2015,Unknown,Babrak Thana,Khost,21,50,0,0,0,0,0,0
AFG0124,24/11/2015,Dabila,Mohmand Dara,Nangarhar,2,2,0,0,0,0,0,0
AFG0125,24/11/2015,Unknown,Behsood,Nangarhar,8,8,0,0,0,0,0,0
AFG0126,25/11/2015,"Gagi Mountain, Ali Shir",Tere Zayi,Khost,10,16,0,0,0,0,20,20
AFG0127,03/12/2015,Nakora,Chapa Dara,Kunar,3,3,0,0,0,0,0,0
AFG0128,08/12/2015,Ador,Khogyani,Nangarhar,11,11,0,0,0,0,0,0
AFG0129,13/12/2015,Unknown,"Marja, Sangin and Babaji",Helmand,0,0,0,0,0,0,0,0
AFG0130,15/12/2015,Sher Khan village,Deh Yak,Ghazni,9,9,0,0,0,0,0,0
AFG0131,19/12/2015,Unknown,Bati Kot,Nangarhar,3,3,0,0,0,0,2,2
AFG0132,22/12/2015,28th canal area,Ghani Khel,Nangarhar,3,3,0,0,0,0,0,0
AFG0133,23/12/2015,Sangin,Sangin,Helmand,0,0,0,0,0,0,0,0
AFG0134,23/12/2015,Atewishtama Wyala,Ghanikhel,Nangarhar,3,3,0,0,0,0,0,0
AFG0135,29/12/2015,Masboud valley,Alishang,Laghman,2,2,0,0,0,0,0,0
AFG0136,02/01/2016,Shaltan Darra,Shegal,Kunar,5,5,0,0,0,0,2,2
AFG0137,06/01/2016,Unknown,Majah,Helmand,0,0,0,0,0,0,0,0
AFG0138,08/01/2016,"Maktab village, Pekha",Achin,Nangarhar,17,20,0,0,0,0,2,2
AFG0139,08/01/2016,Unknown,Kharkhez,Kandahar,0,0,0,0,0,0,0,0
AFG0140,08/01/2016,Unknown,Bermal,Paktika,0,0,0,0,0,0,0,0
AFG0141,09/01/2016,Unknown,Achin,Nangarhar,20,20,0,0,0,0,2,2
AFG0142,09/01/2016,Unknown,Shegal,Kunar,10,10,1,1,1,1,0,0
AFG0143,10/01/2016,Unknown,Bermal,Paktika,0,0,0,0,0,0,0,0
AFG0144,10/01/2016,Unknown,Bermal,Paktika,0,0,0,0,0,0,0,0
AFG0145,14/01/2016,"Abdulkhelo area, Bandar locality",Achin,Nangarhar,12,12,0,0,0,0,0,0
AFG0146,16/01/2016,Unkown,Deh Bala,Nangarhar,17,17,0,0,0,0,0,0
AFG0147,16/01/2016,Shabi Tangi,Haska Mena,Nangarhar,22,22,0,0,0,0,0,0
AFG0148,19/01/2016,Deh Sarak,Achin,Nangarhar,5,5,0,0,0,0,0,0
AFG0149,19/01/2016,Deh Sarak,Achin,Nangarhar,5,5,0,0,0,0,0,0
AFG0150,22/01/2016,Khawajakhel,Arghandab,Zabul,3,3,0,0,0,0,0,0
AFG0151,22/01/2016,Unknown,Unknown,Nangarhar,2,2,0,0,0,0,0,0
AFG0152,22/01/2016,Abdulkhel area,Achin,Nangarhar,3,3,0,0,0,0,0,0
AFG0153,22/01/2016,Gorgori,Haska Mena,Nangarhar,10,10,0,0,0,0,0,0
AFG0154,23/01/2016,Bandar,Achin,Nangarhar,3,3,0,0,0,0,0,0
AFG0155,23/01/2016,Nargusi,Achin,Nangarhar,6,6,0,0,0,0,0,0
AFG0156,24/01/2016,Gurguri,Deh Bala,Nangarhar,13,13,0,0,0,0,0,0
AFG0157,24/01/2016,Bandar Khwar,Achin,Nangarhar,4,4,0,0,0,0,0,0
AFG0158,25/01/2016,Unknown,Achin,Nangarhar,5,5,0,0,0,0,0,0
AFG0159,01/02/2016,Momand,Achin,Nangarhar,21,29,0,0,0,0,0,0
AFG0160,01/02/2016,Unknown,Bermal or Gomal,Paktika,19,19,0,0,0,0,0,0
AFG0161,02/02/2016,Bandar,Achin,Nangarhar,3,4,0,0,0,0,0,0
AFG0162,04/02/2016,"Daman, Marghay",Bermal,Paktika,10,15,0,0,0,0,0,0
AFG0163,04/02/2016,Shiltan,Shegal,Kunar,3,3,0,0,0,0,0,0
AFG0164,05/02/2016,Unknown,Achin,Nangarhar,16,16,0,0,0,0,0,0
AFG0165,08/02/2016,Bazaar,Achin,Nangarhar,11,11,0,0,0,0,2,2
AFG0166,08/02/2016,Unknown,Nad Ali and Greshk,Helmand,15,15,0,0,0,0,10,10
AFG0167,11/02/2016,Unknown,Gomal,Paktika,13,18,0,0,0,0,0,0
AFG0168,15/02/2016,Unknown,Nazyan,Nangarhar,15,15,0,0,0,0,0,0
AFG0169,17/02/2016,Raghi,Gomal,Paktika,6,6,0,0,0,0,0,0
AFG0170,18/02/2016,Raghi,Gomal,Paktika,6,6,0,0,0,0,0,0
AFG0171,22/02/2016,Pekha Khwar,Achin,Nangarhar,22,25,0,0,0,0,0,0
AFG0172,22/02/2016,Dand e Ghori,Pul-e-Khumri,Baghlan,0,0,0,0,0,0,0,0
AFG0173,26/02/2016,Dadul,Gomal,Paktika,3,3,0,0,0,0,0,0
AFG0174,28/02/2016,Mamand Dara and Pekha,Achin,Nangarhar,7,9,0,0,0,0,0,0
AFG0175,05/03/2016,Mamond Dara,Achin,Nangarhar,15,15,0,0,0,0,0,0
AFG0176,21/03/2016,Khwargai,Kot,Nangarhar,8,8,0,0,0,0,0,0
AFG0177,22/03/2016,Janajal Ghondie,Kot,Nangarhar,2,8,0,0,0,0,0,0
AFG0178,22/03/2016,Bandar,Kot,Nangarhar,5,5,0,0,0,0,0,0
AFG0179,26/03/2016,Unknown,Achin or Mamand Dara,Nangarhar,11,11,0,0,0,0,0,0
AFG0180,05/04/2016,Unknown,Kot,Nangarhar,6,6,0,0,0,0,0,0
AFG0181,07/04/2016,Unknown,Achin,Nangarhar,4,4,0,0,0,0,0,0
AFG0182,07/04/2016,Unknown,Dehrawood,Nangarhar,3,3,0,0,0,0,0,0
AFG0183,07/04/2016,Nematabad,Gomal,Paktika,14,21,14,21,0,0,0,0
AFG0184,14/04/2016,Unknown,Achin,Nangarhar,0,0,0,0,0,0,0,0
AFG0185,19/04/2016,Shadal,Achin,Nangarhar,5,5,0,0,0,0,0,0
AFG0186,20/04/2016,Unknown,Achin,Nangarhar,4,4,0,0,0,0,0,0
AFG0187,28/04/2016,Narai Obam,Haska Mena,Nangarhar,15,15,0,0,0,0,0,0
AFG0188,30/04/2016,Unknown,Chaparhar and Haska Mina,Nangarhar,38,38,0,0,0,0,0,0
AFG0189,07/05/2016,Unknown,Khanashin,Helmand,0,1,0,0,0,0,2,3
AFG0190,09/05/2016,Nahr Sufi,Chahar Dara,Kunduz,12,12,0,0,0,0,0,0
AFG0191,12/05/2016,Zarmakhel,Pacheragam,Nangarhar,1,1,0,0,0,0,1,1
AFG0192,16/05/2016,Gandeel,Watapor,Kunar,3,3,0,0,0,0,0,0
AFG0193,17/05/2016,Unknown,Shahjoy,Zabul,5,5,0,0,0,0,0,0
AFG0194,18/05/2016,Mohammd Ghous,Ab Band,Ghazni,1,1,0,0,0,0,0,0
AFG0195,22/05/2016,Asqalan,Kunduz city,Kunduz,13,13,0,0,0,0,0,0
AFG0196,22/05/2016,Karkani,Achin,Nangarhar,9,9,0,0,0,0,0,0
AFG0197,26/05/2016,Sarobi,Achin,Nangarhar,6,6,0,0,0,0,0,0
AFG0198,26/05/2016,Pirakhel,Wazir,Nangarhar,4,4,0,0,0,0,0,0
AFG0199,26/05/2016,Unknown,Kot,Nangarhar,2,2,0,0,0,0,0,0
AFG0200,26/05/2016,Elbak,Unknown,Kandahar,7,7,0,0,0,0,2,2
AFG0201,29/05/2016,Kangari Kando,Haska Mena,Nangarhar,6,6,0,0,0,0,0,0
AFG0202,29/05/2016,Kata Sang,Shaha Wali Kot,Kandahar,17,22,0,0,0,0,0,0
AFG0203,29/05/2016,Unknown,De Bala,Nangarhar,2,2,0,0,0,0,0,0
AFG0204,29/05/2016,Unknown,Sayedabad,Wardak,2,2,0,0,0,0,0,0
AFG0205,02/06/2016,Kharkot,Gayan,Paktika,10,10,0,0,0,0,0,0
AFG0206,08/06/2016,Unknown,Sar Rawza,Paktika,2,2,0,0,0,0,0,0
AFG0207,11/06/2016,Sargardan,Hesarak,Nangarhar,6,6,0,0,0,0,0,0
AFG0208,11/06/2016,Unknown,Azara,Logar,11,11,0,3,0,0,0,0
AFG0209,11/06/2016,Ghwagezai,Hesarak,Nangarhar,6,6,0,0,0,0,0,0
AFG0210,14/06/2016,Karkanai,Achin,Nangarhar,10,10,0,0,0,0,0,0
AFG0211,15/06/2016,Karkanai,Achin,Nangarhar,21,21,0,0,0,0,0,0
AFG0212,18/06/2016,Taraki,Dasht e Archi,Nangarhar,8,8,0,0,0,0,0,0
AFG0213,18/06/2016,"Dara e Mohmand, Mazdaki, Abdulkhail",Achin,Nangarhar,23,27,0,0,0,0,0,0
AFG0214,21/06/2016,Moghul Qeshlag,Imam Sahib,Kunduz,5,5,0,0,0,0,0,0
AFG0215,22/06/2016,Pir Shah Khelo,Kot,Nangarhar,4,4,0,0,0,0,0,0
AFG0216,23/06/2016,Rahmati and Marsing,Lal Pura,Nangarhar,7,7,0,0,0,0,3,3
AFG0217,24/06/2016,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0218,25/06/2016,Sarak Payin,Chahar Dara,Kunduz,7,16,0,15,0,0,0,0
AFG0219,26/06/2016,Unknown,Kot,Nangarhar,30,30,0,0,0,0,0,0
AFG0220,27/06/2016,Unknown,Chahar Dara,Kunduz,4,16,0,0,0,0,0,0
AFG0221,28/06/2016,Hazrat Sultan,Kunduz city,Kunduz,14,14,0,0,0,0,8,8
AFG0222,29/06/2016,Unknown,Gortipa,Kunduz,10,10,0,0,0,0,0,0
AFG0223,29/06/2016,Unknown,Dasht e Archi,Nangarhar,10,10,0,0,0,0,0,0
AFG0224,03/07/2016,Unknown,Ab Band,Ghazni,12,12,0,0,0,0,0,0
AFG0225,03/07/2016,Mamond and Pekha,Achin,Nangarhar,19,19,0,0,0,0,0,0
AFG0226,03/07/2016,Wazir,Khogyani,Nangarhar,11,11,0,0,0,0,3,5
AFG0227,05/07/2016,Unknown,Kot,Nangarhar,12,12,0,0,0,0,0,0
AFG0228,08/07/2016,Unknown,Achin,Nangarhar,16,16,0,0,0,0,0,0
AFG0229,09/07/2016,Mamond Dara,Achin,Nangarhar,4,8,0,0,0,0,0,0
AFG0230,09/07/2016,Unknown,Kot,Nangarhar,0,0,0,0,0,0,0,0
AFG0231,11/07/2016,Unknown,Achin,Nangarhar,4,4,0,0,0,0,0,0
AFG0232,13/07/2016,Mamond Dara,Achin,Nangarhar,12,12,0,0,0,0,0,0
AFG0233,13/07/2016,"Kharawa, Landai and Kochiano-ghnodai",Achin,Nangarhar,26,26,0,0,0,0,0,0
AFG0234,14/07/2016,Bandar Khwar and Dah Sarak,Achin,Nangarhar,12,12,0,0,0,0,2,2
AFG0235,14/07/2016,Peera Khel,Khogyani,Nangarhar,4,4,0,0,0,0,3,3
AFG0236,15/07/2016,Reg Shahidan,Maiwand,Helmand,30,30,0,0,0,0,2,2
AFG0237,16/07/2016,Spin Zaea,Nazyano,Nangarhar,15,15,0,0,0,0,0,0
AFG0238,16/07/2016,Unknown,Achin,Nangarhar,6,6,0,0,0,0,0,0
AFG0239,19/07/2016,Sangin,Sangin,Helmand,0,0,0,0,0,0,0,0
AFG0240,19/07/2016,Bandar,Achin,Nangarhar,5,5,0,0,0,0,0,0
AFG0241,20/07/2016,Unknown,Achin,Nangarhar,15,15,0,0,0,0,0,0
AFG0242,23/07/2016,Unknown,Achin,Nangarhar,8,8,0,0,0,0,0,0
AFG0243,23/07/2016,Unknown,Achin,Nangarhar,0,0,0,0,0,0,0,0
AFG0244,26/07/2016,Unknown,Achin,Nangarhar,1,1,0,0,0,0,0,0
AFG0245,27/07/2016,Pekhi Kali,Achin,Nangarhar,6,6,0,0,0,0,3,3
AFG0246,27/07/2016,Milwa Kand,Nazian,Nangarhar,2,2,0,0,0,0,0,0
AFG0247,31/07/2016,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0248,01/08/2016,Zarghoon village,Nad Ali,Helmand,2,2,0,0,0,0,0,0
AFG0249,11/08/2016,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG0250,12/08/2016,Unknown,Khoshamand,Paktika,20,25,0,5,0,4,25,25
AFG0251,13/08/2016,Pekha,Achin,Nangarhar,2,2,0,0,0,0,0,0
AFG0252,22/08/2016,Unknown,Kot,Nangarhar,4,4,0,0,0,0,0,0
AFG0253,24/08/2016,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG0254,25/08/2016,Unknown,Nad Ali,Helmand,24,32,0,8,0,0,0,0
AFG0255,29/08/2016,Unknown,Jani Khil,Paktia,8,120,0,0,0,0,0,0
AFG0256,30/08/2016,Unknown,Lal Pura,Nangarhar,6,6,0,0,0,0,3,3
AFG0257,31/08/2016,Unknown,Deh Bala,Nangarhar,17,17,0,0,0,0,0,0
AFG0258,31/08/2016,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0259,02/09/2016,Keen Kalai,Spera,Khost,7,7,0,0,0,0,0,0
AFG0260,09/09/2016,Tarin Kot,Tarin Kot,Uruzgan,0,0,0,0,0,0,0,0
AFG0261,10/09/2016,Qarya e Surkh,Khak e Safid,Farah,4,4,0,0,0,0,0,0
AFG0262,17/09/2016,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG0263,18/09/2016,Saki,Tarin Kot,Uruzgan,7,8,0,0,0,0,0,0
AFG0264,22/09/2016,Dastandar,Kot,Nangarhar,7,7,0,0,0,0,0,0
AFG0265,22/09/2016,Spinajai,Nazyan,Nangarhar,5,5,0,0,0,0,0,0
AFG0266,22/09/2016,Tawar Tangi,Hesarak,Nangarhar,18,18,0,0,0,0,6,6
AFG0267,24/09/2016,Unknown,Bermal,Paktika,0,0,0,0,0,0,0,0
AFG0268,25/09/2016,Unknown,Bermal,Paktika,0,0,0,0,0,0,0,0
AFG0269,28/09/2016,Unknown,Achin,Nangarhar,18,21,15,15,0,0,13,27
AFG0270,30/09/2016,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0271,03/10/2016,Unknown,Kunduz city,Kunduz,0,0,0,0,0,0,0,0
AFG0272,03/10/2016,Unknown,Nawa-i-Barakzayi,Helmand,12,12,0,0,0,0,0,0
AFG0273,04/10/2016,Abdul Khel,Achin,Nangarhar,13,13,0,0,0,0,2,2
AFG0274,08/10/2016,Unknown,Achin and Deh Bala,Nangarhar,0,0,0,0,0,0,0,0
AFG0275,17/10/2016,Unknown,Farah and Bakwah,Farah,70,70,0,0,0,0,30,30
AFG0276,19/10/2016,Unknown,Seyagerd,Parwan,8,8,0,0,0,0,0,0
AFG0277,22/10/2016,Koz-Pachir village,Pachiragam,Nangarhar,5,5,0,0,0,0,0,0
AFG0278,23/10/2016,Unknown,Unknown,Kunduz,3,3,0,0,0,0,0,0
AFG0279,28/10/2016,Unknown,Sherzad,Nangarhar,2,4,2,4,0,0,0,30
AFG0280,28/10/2016,Aligal village,Ghaziabad,Kunar,5,5,0,0,0,0,0,0
AFG0281,30/10/2016,Janjal Shaga and Shaistagar,Achin,Nangarhar,11,11,0,0,0,0,0,0
AFG0282,31/10/2016,Unknown,Dangam and Ghaziabad,Kunar,9,9,0,0,0,0,0,0
AFG0283,31/10/2016,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0
AFG0284,03/11/2016,Boz village,Kunduz city,Kunduz,58,59,32,33,20,20,53,62
AFG0285,04/11/2016,Diwal-i-Surkh,Khak e Safid,Farah,5,5,0,0,0,0,0,0
AFG0286,09/11/2016,Mamandara area,Achin,Nangarhar,11,14,0,0,0,0,0,0
AFG0287,11/11/2016,Mamandara and Moragi areas,Achin,Nangarhar,13,14,0,0,0,0,0,0
AFG0288,12/11/2016,Lataband area,Achin,Nangarhar,13,13,0,0,0,0,0,0
AFG0289,18/11/2016,Lagharjoi area,Kot,Nangarhar,7,7,0,0,0,0,0,0
