Strike ID,Date,Adm_3,Adm_2,Adm_1,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured
AFG3313,16/10/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG3314,16/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3315,16/10/2019,Unknown,Unknown,Logar,0,3,0,0,0,0,0,0
AFG3316,16/10/2019,Unknown,Unknown,Nangarhar,0,1,0,0,0,0,0,0
AFG3317,16/10/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG3318,16/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3319,16/10/2019,Unknown,Unknown,Wardak,0,3,0,0,0,0,0,0
AFG3320,16/10/2019,Unknown,Unknown,Zabul,0,2,0,0,0,0,0,0
AFG3321,17/10/2019,Unknown,Unknown,Ghazni,0,6,0,0,0,0,0,0
AFG3322,17/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3323,17/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3324,17/10/2019,Unknown,Unknown,Kunduz,0,17,0,0,0,0,0,0
AFG3325,17/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3326,17/10/2019,Unknown,Unknown,Nangarhar,0,3,0,0,0,0,0,0
AFG3327,17/10/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3328,17/10/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3329,17/10/2019,Unknown,Unknown,Wardak,0,2,0,0,0,0,0,0
AFG3330,17/10/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3331,18/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3332,18/10/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3333,18/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3334,18/10/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG3335,18/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3336,18/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3337,18/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3338,18/10/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3339,18/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3340,18/10/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3341,18/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3342,18/10/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3343,19/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3344,19/10/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG3345,19/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3346,19/10/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3347,19/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3348,19/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3349,19/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3350,19/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3351,19/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3352,19/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3353,19/10/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3354,19/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3355,20/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3356,20/10/2019,Unknown,Unknown,Daykundi,0,0,0,0,0,0,0,0
AFG3357,20/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3358,20/10/2019,Unknown,Unknown,Ghazni ,0,0,0,0,0,0,0,0
AFG3359,20/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3360,20/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3361,20/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3362,20/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3363,20/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3364,20/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3365,20/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3366,21/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3367,21/10/2019,Unknown,Unknown,Daykundi,0,0,0,0,0,0,0,0
AFG3368,21/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3369,21/10/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3370,21/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3371,21/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3372,21/10/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG3373,21/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3374,21/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3375,21/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3376,21/10/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG3377,21/10/2019,Unknown,Unknown,Uruzgan,0,18,0,0,0,0,0,30
AFG3378,21/10/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3379,22/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3380,22/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3381,22/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3382,22/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3383,22/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3384,22/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3385,22/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3386,22/10/2019,Unknown,Unknown,Paktia,0,2,0,0,0,0,0,0
AFG3387,22/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3388,23/10/2019,Unknown,Unknown,Baghlan,0,1,0,0,0,0,0,0
AFG3389,23/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3390,23/10/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3391,23/10/2019,Unknown,Unknown,Helmand,0,1,0,0,0,0,0,0
AFG3392,23/10/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG3393,23/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3394,23/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3395,23/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3396,23/10/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG3397,23/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3398,23/10/2019,Unknown,Unknown,Sar e Pul,0,5,0,0,0,0,0,0
AFG3399,23/10/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3400,23/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3401,23/10/2019,Unknown,Unknown,Zabul,0,4,0,0,0,0,0,0
AFG3402,24/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3403,24/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3404,24/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3405,24/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3406,24/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3407,24/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3408,24/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3409,24/10/2019,Unknown,Unknown,Takhar,0,0,0,0,0,0,0,0
AFG3410,24/10/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3411,24/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3412,25/10/2019,Unknown,Unknown,Balkh,0,4,0,0,0,0,0,0
AFG3413,25/10/2019,Unknown,Unknown,Helmand,0,4,0,0,0,0,0,0
AFG3414,25/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3415,25/10/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG3416,25/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3417,25/10/2019,Unknown,Unknown,Logar,1,3,0,0,0,0,0,0
AFG3418,25/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3419,25/10/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3420,25/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3421,25/10/2019,Unknown,Unknown,Zabul,0,2,0,0,0,0,0,0
AFG3422,26/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3423,26/10/2019,Unknown,Unknown,Faryab,0,53,0,0,0,0,0,0
AFG3424,26/10/2019,Unknown,Unknown,Herat,0,19,0,0,0,0,0,0
AFG3425,26/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3426,26/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3427,26/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3428,26/10/2019,Unknown,Unknown,Paktika,0,5,0,0,0,0,0,0
AFG3429,26/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3430,26/10/2019,Unknown,Unknown,Uruzgan,0,7,0,0,0,0,0,0
AFG3431,26/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3432,27/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3433,27/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3434,27/10/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG3435,27/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3436,27/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3437,27/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3438,27/10/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3439,27/10/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3440,27/10/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3441,27/10/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3442,28/10/2019,Unknown,Unknown,Badakhshan,0,0,0,0,0,0,0,0
AFG3443,28/10/2019,Unknown,Unknown,Daykundi,0,0,0,0,0,0,0,0
AFG3444,28/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3445,28/10/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG3446,28/10/2019,Unknown,Unknown,Ghazni,0,1,0,0,0,0,0,0
AFG3447,28/10/2019,Unknown,Unknown,Ghor,0,0,0,0,0,0,0,0
AFG3448,28/10/2019,Unknown,Unknown,Helmand,0,5,0,0,0,0,0,0
AFG3449,28/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3450,28/10/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG3451,28/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3452,28/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3453,28/10/2019,Unknown,Unknown,Nangarhar,0,12,0,0,0,0,0,0
AFG3454,28/10/2019,Unknown,Unknown,Paktia,0,2,0,0,0,0,0,0
AFG3455,29/10/2019,Unknown,Unknown,Daykundi,0,6,0,0,0,0,0,0
AFG3456,29/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3457,29/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3458,29/10/2019,Unknown,Unknown,Kandahar,0,12,0,0,0,0,0,0
AFG3459,29/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3460,29/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3461,29/10/2019,Unknown,Unknown,Nangarhar,0,5,0,0,0,0,0,0
AFG3462,29/10/2019,Unknown,Unknown,Zabul,0,2,0,0,0,0,0,0
AFG3463,30/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3464,30/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3465,30/10/2019,Unknown,Unknown,Ghor,0,20,0,0,0,0,0,0
AFG3466,30/10/2019,Unknown,Unknown,Helmand,0,2,0,0,0,0,0,0
AFG3467,30/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3468,30/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3469,30/10/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3470,30/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3471,31/10/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3472,31/10/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG3473,31/10/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3474,31/10/2019,Unknown,Unknown,Ghor,0,0,0,0,0,0,0,0
AFG3475,31/10/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3476,31/10/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3477,31/10/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3478,31/10/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3479,31/10/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3480,01/11/2019,Unknown,Unknown,Baghlan,0,13,0,0,0,0,0,0
AFG3481,01/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3482,01/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3483,01/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3484,01/11/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG3485,01/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3486,01/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3487,01/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3488,02/11/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3489,02/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3490,02/11/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG3491,02/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3492,02/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3493,02/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3494,02/11/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3495,02/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3496,02/11/2019,Unknown,Unknown,Zabul,0,2,0,0,0,0,0,0
AFG3497,03/11/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3498,03/11/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG3499,03/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3500,03/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3501,03/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3502,03/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3503,03/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3504,03/11/2019,Unknown,Unknown,Paktia,0,12,0,0,0,0,0,0
AFG3505,03/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3506,04/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3507,04/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3508,04/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3509,04/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3510,04/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3511,04/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3512,04/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3513,04/11/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3514,04/11/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3515,04/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3516,04/11/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3517,05/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3518,05/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3519,05/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3520,05/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3521,05/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3522,05/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3523,06/11/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG3524,06/11/2019,Unknown,Unknown,Daykundi,0,0,0,0,0,0,0,0
AFG3525,06/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3526,06/11/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG3527,06/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3528,06/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3529,06/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3530,06/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3531,06/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3532,06/11/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3533,07/11/2019,Unknown,Unknown,Badghis,0,11,0,6,0,3,0,0
AFG3534,07/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3535,07/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3536,07/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3537,07/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3538,07/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3539,07/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3540,07/11/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3541,07/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3542,08/11/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3543,08/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3544,08/11/2019,Unknown,Unknown,Helmand,0,8,0,0,0,0,0,0
AFG3545,08/11/2019,Unknown,Unknown,Kandahar,0,3,0,0,0,0,0,0
AFG3546,08/11/2019,Unknown,Unknown,Kunar,0,5,0,0,0,0,0,0
AFG3547,08/11/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG3548,08/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3549,08/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3550,08/11/2019,Unknown,Unknown,Nangarhar,0,11,0,0,0,0,0,0
AFG3551,08/11/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3552,08/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3553,08/11/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3554,09/11/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3555,09/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3556,09/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3557,09/11/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG3558,09/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3559,09/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3560,09/11/2019,Unknown,Unknown,Logar ,0,4,0,0,0,0,0,0
AFG3561,09/11/2019,Unknown,Unknown,Nangarhar,0,8,0,0,0,0,0,0
AFG3562,09/11/2019,Unknown,Unknown,Paktika,0,0,0,0,0,0,0,0
AFG3563,09/11/2019,Unknown,Unknown,Wardak,0,0,0,0,0,0,0,0
AFG3564,09/11/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3565,10/11/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3566,10/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3567,10/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3568,10/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3569,10/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3570,10/11/2019,Unknown,Unknown,Logar ,0,0,0,0,0,0,0,0
AFG3571,10/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3572,10/11/2019,Unknown,Unknown,Paktia,0,0,0,0,0,0,0,0
AFG3573,10/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3574,10/11/2019,Unknown,Unknown,Wardak,0,4,0,0,0,0,0,0
AFG3575,10/11/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3576,11/11/2019,Unknown,Unknown,Baghlan,0,0,0,0,0,0,0,0
AFG3577,11/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3578,11/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3579,11/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3580,11/11/2019,Unknown,Unknown,Kunduz,0,0,0,0,0,0,0,0
AFG3581,11/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3582,11/11/2019,Unknown,Unknown,Logar,0,7,0,0,0,0,0,0
AFG3583,11/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3584,11/11/2019,Unknown,Unknown,Paktia,0,2,0,0,0,0,0,0
AFG3585,11/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3586,12/11/2019,Unknown,Unknown,Baghlan,0,1,0,0,0,0,0,0
AFG3587,12/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3588,12/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3589,12/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3590,12/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3591,12/11/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3592,12/11/2019,Unknown,Unknown,Sar e Pul,0,22,0,0,0,0,0,7
AFG3593,13/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3594,13/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
AFG3595,13/11/2019,Unknown,Unknown,Kabul,0,0,0,0,0,0,0,0
AFG3596,13/11/2019,Unknown,Unknown,Kapisa,0,0,0,0,0,0,0,0
AFG3597,13/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3598,13/11/2019,Unknown,Unknown,Nimroz,0,0,0,0,0,0,0,0
AFG3599,13/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3600,13/11/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3601,14/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3602,14/11/2019,Unknown,Unknown,Helmand,0,11,0,0,0,0,0,0
AFG3603,14/11/2019,Unknown,Unknown,Herat,0,0,0,0,0,0,0,0
AFG3604,14/11/2019,Unknown,Unknown,Kandahar,0,0,0,0,0,0,0,0
AFG3605,14/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3606,14/11/2019,Unknown,Unknown,Logar,0,0,0,0,0,0,0,0
AFG3607,14/11/2019,Unknown,Unknown,Nangarhar,0,0,0,0,0,0,0,0
AFG3608,14/11/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3609,14/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3610,15/11/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG3611,15/11/2019,Unknown,Unknown,Balkh,0,0,0,0,0,0,0,0
AFG3612,15/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3613,15/11/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG3614,15/11/2019,Unknown,Unknown,Ghazni,0,0,0,0,0,0,0,0
AFG3615,15/11/2019,Unknown,Unknown,Helmand,0,2,0,0,0,0,0,0
AFG3616,15/11/2019,Unknown,Unknown,Kandahar,0,4,0,0,0,0,0,0
AFG3617,15/11/2019,Unknown,Unknown,Laghman,0,0,0,0,0,0,0,0
AFG3618,15/11/2019,Unknown,Unknown,Parwan,0,0,0,0,0,0,0,0
AFG3619,15/11/2019,Unknown,Unknown,Uruzgan,0,0,0,0,0,0,0,0
AFG3620,15/11/2019,Unknown,Unknown,Zabul,0,0,0,0,0,0,0,0
AFG3621,16/11/2019,Unknown,Unknown,Badghis,0,0,0,0,0,0,0,0
AFG3622,16/11/2019,Unknown,Unknown,Farah,0,0,0,0,0,0,0,0
AFG3623,16/11/2019,Unknown,Unknown,Faryab,0,0,0,0,0,0,0,0
AFG3624,16/11/2019,Unknown,Unknown,Helmand,0,0,0,0,0,0,0,0
